Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,sentrum,toppleilighet,By,Alder,simp_megler,Energimerking_encoded,Aksje,Andel,Selveier
"Mauritz Hansens gate 5, 0350 Oslo",9990000,251092,0,10241092,1046.2166666666667,Selveier,2,112.0,112.0,2,1892,F - oransje,KLASSISK ELEGANSE PÅ HOMANSBYEN/BISLETT - Særdeles tiltalende 5-roms - Rosett & Stukkatur - Sydvendt balkong ca. 4 kvm,Nordvik Bislett,1,0,0,0,0,0,0,Oslo,129,Nordvik,7.0,0,0,1
"Holmboes gate 7B, 0357 Oslo",8275000,215000,3625,8275000,6383.0,Aksje,3,85.0,85.0,4,1938,E - mørkegrønn,Rålekker 4-roms med attraktiv beliggenhet på Majorstuen. 2 bad - Balkong - Peis - Pusset opp 2020. Ingen dok avgift,Nordvik Bygdøy Allé,1,0,0,0,0,0,0,Oslo,83,Nordvik,12.0,1,0,0
"Karenslyst allé 3B, 0278 Oslo",7990000,68000,211092,7990000,3952.0,Selveier,2,88.0,88.0,6,1999,E - mørkegrønn,"Skøyen: Gjennomgående, attraktiv 3-roms med 2 balkonger, garasjeplass, gasspeis og heis. Svært sentralt!",Nordvik Bygdøy Allé,1,0,1,1,0,1,0,Oslo,22,Nordvik,12.0,0,0,1
"Niels Juels gate 36C, 0272 Oslo",5650000,150892,0,5800892,628.7166666666667,Selveier,1,40.0,40.0,4,1936,F - gul,Lekker og tiltalende 2-roms topp-/endeleilighet - Privat takterrasse på 45 kvm - Meget gode solforhold og nydelig utsikt,Nordvik Bygdøy Allé,0,1,0,0,0,0,0,Oslo,85,Nordvik,10.0,0,0,1
"Framnesveien 10, 0270 Oslo",13000000,42000,335692,13000000,5076.0,Selveier,3,128.0,128.0,4,1898,G - oransje,"Nyoppusset og lys 4-roms hjørneleil. m/vestvendt balkong. God takhøyde, stukkatur, rosetter, to bad og ildsted. P-plass",Nordvik Bygdøy Allé,1,0,0,0,0,0,0,Oslo,123,Nordvik,2.0,0,0,1
"Grønnegata 7, 0350 Oslo",4800000,93880,131962,4800000,2715.0,Selveier,1,43.0,43.0,6,1975,E - rød,"HOMANSBYEN - Tiltalende 2-roms selveierleilighet - Solrik balkong - Garasjeplass - Heis - Sentral, men rolig beliggenhet",Nordvik Bygdøy Allé,1,0,1,1,0,0,0,Oslo,46,Nordvik,10.0,0,0,1
"Claude Monets alle 21, 1338 Sandvika",7950000,68150,210092,7950000,7209.0,Selveier,3,107.0,107.0,3,1998,C - lysegrønn,Unik mulighet! Flott 4-roms med 2 uteplasser. Nyoppusset 2021. Trappefri adkomst. Heis. Garasje. God beliggenhet!,Nordvik Bærum,0,0,1,1,0,0,0,Sandvika,23,Nordvik,23.0,0,0,1
"Konggata 53B, 3019 Drammen",800000,578000,8032,800000,6736.0,Andel,1,32.0,32.0,2,1935,F - rød,Fin 2-roms andelsleilighet i 2. etasje med balkong og parkeringsmuligheter - Gangavstand til sentrum.,Nordvik Drammen,1,0,0,0,1,1,0,Drammen,86,Nordvik,6.0,0,1,0
"Godheimveien 33, 3440 Røyken",2990000,84392,0,3074392,351.6333333333334,Selveier,1,63.0,63.0,1,1989,F - rød,Lekker eierleilighet med god beliggenhet - Moderne kjøkken fra 2019 - Usjenerte uteplasser - Garasje - Sentralt,Nordvik Drammen,0,0,1,0,0,1,0,Røyken,32,Nordvik,6.0,0,0,1
"St. Jørgens vei 20, 0662 Oslo",8500000,220000,8626,8500000,4035.0,Andel,3,114.0,122.0,1,1955,G - rød,"Attraktiv 5-roms over 2 plan med solrik terrasse på 34m², balkong på 8m², 3 sov, 2 bad, peis og utsikt. Ingen dok.avg.",Nordvik Frogner,1,1,0,0,0,0,0,Oslo,66,Nordvik,1.0,0,1,0
"Frognerveien 20B, 0263 Oslo",11900000,176000,8032,11900000,5334.0,Andel,3,94.0,94.0,5,1938,F - mørkegrønn,Påkostet(2021) og gjennomgående 4-r - Heis - 3 solrik balkonger - Varmtvann/fyring inkl - Ingen dok.avg - Rolig og fritt,Nordvik Frogner,1,0,0,1,0,0,0,Oslo,83,Nordvik,8.0,0,1,0
"Huitfeldts gate 15, 0253 Oslo",4790000,3557,129462,4790000,2271.0,Selveier,1,43.0,43.0,2,2017,B - mørkegrønn,"Påkostet, arealeffektiv og særpreget 2-roms selveier - Tegnet av Jensen & Skodvin Ark. - Heis - Felles takterrasse!",Nordvik Frogner,0,0,0,1,0,0,0,Oslo,4,Nordvik,28.0,0,0,1
"Hoffsveien 65B, 0377 Oslo",6790000,4000,179492,6790000,2405.0,Selveier,2,68.0,68.0,2,2016,B - rød,"Meget attraktiv 3-r selveier fra 2016, med stor og solrik balkong. Heis. Garasjeplass(EL). Usjenert. Trappefri adkomst!",Nordvik Frogner,1,0,1,1,0,0,0,Oslo,5,Nordvik,26.0,0,0,1
"Kristine Bonnevies vei 16, 0592 Oslo",3350000,11145,85362,3350000,1993.0,Selveier,1,47.0,47.0,2,1964,G - rød,Nydelig 2-roms leilighet - Sydvest-vendt terrasse på hele 17 m² - Lave felleskostnader - Barnevennlig område - Utsikt,Nordvik Grünerløkka,0,1,0,0,0,0,0,Oslo,57,Nordvik,1.0,0,0,1
"Malerhaugveien 32C, 0661 Oslo",7600000,672000,1132,7600000,4689.0,Andel,2,86.0,90.0,1,2019,C - mørkegrønn,Lekker og lys 3-(4)r endeleil. Terrasse på hele 47 m² med nydelig utsikt Garasjeplass m/lader. Fjernvarme. IN-ordning,Nordvik Løren,0,1,1,0,0,0,0,Oslo,2,Nordvik,22.0,0,1,0
"Geitmyrsveien 40, 0455 Oslo",4990000,1088,126112,4990000,2098.0,Selveier,1,42.0,44.0,2,2001,C - rød,"Lys og romslig 2-r selveier med balkong, heis og garasjeplass - Attraktiv beliggenhet v/parken",Nordvik Løren,1,0,1,1,0,0,0,Oslo,20,Nordvik,20.0,0,0,1
"Blomstervegen 17, 2005 Rælingen",2790000,3823,15526,2790000,2901.0,Andel,1,55.0,55.0,3,1972,F - rød,"Lys og fin 2,5-roms med solrik balkong - Kjøkken fra 2019 - Gode p-muligheter - Lav fellesgjeld!",Nordvik Lørenskog,1,0,0,0,0,0,0,Rælingen,49,Nordvik,6.0,0,1,0
"Elisabeth Grannemans vei 10, 1461 Lørenskog",4200000,114642,0,4314642,477.675,Selveier,2,63.0,63.0,6,2017,D - mørkegrønn,"Lekker 3-roms toppleilighet med romslig og solrik balkong - Garasje - Sentralt og attraktivt område - Nærhet til ""alt""!",Nordvik Lørenskog,1,0,1,0,0,1,1,Lørenskog,4,Nordvik,17.0,0,0,1
"Sars' gate 31G, 0562 Oslo",4190000,269287,19520,4190000,5245.0,Aksje,1,54.0,54.0,4,1940,F - mørkegrønn,"Lys og gjennomgående 2(3)-roms med solrik, sørvendt balkong. Utsikt over Botanisk hage. V.vann og fyring ink. Heis",Nordvik Majorstuen,1,1,0,1,0,0,0,Oslo,81,Nordvik,8.0,1,0,0
"Gamle Bjørntvedtveg 11D, 3734 Skien",1790000,54392,0,1844392,850.0833333333334,Selveier,2,68.0,72.0,2,1994,E - rød,Lettstelt 3-roms selveierleilighet med god planløsning. Skjermet og trafikkstille beliggenhet med vestvendt balkong.,Nordvik Skien & Porsgrunn,1,0,0,0,0,0,0,Skien,27,Nordvik,10.0,0,0,1
"Wessels gate 8, 0165 Oslo",4650000,15782,0,4665782,65.75833333333334,Andel,2,54.0,56.0,2,1940,E - oransje,Lys og flott 3-roms beliggende i 2. etasje - Varmtv./fyring/fibernett inkl. - Ingen fellesgjeld - Standard fra 2007/08,Nordvik St.Hanshaugen,0,0,0,0,0,0,0,Oslo,81,Nordvik,11.0,0,1,0
"Bjerregaards gate 19, 0172 Oslo",3490000,114000,15526,3490000,3571.0,Andel,1,31.0,39.0,5,1961,G - mørkegrønn,Stilren & lys toppleil. med en fantastisk innglasset balkong på 7m²|V.vann & fyring ink|Heis|Rålekkert bad fra 2021!,Nordvik Ullevål,1,0,0,1,0,0,0,Oslo,60,Nordvik,3.0,0,1,0
"Sofienberggata 35B, 0558 Oslo",4475000,425000,8032,4475000,2920.0,Andel,1,50.0,50.0,3,2019,B - mørkegrønn,Ny og moderne 2-roms fra 2019 | Balkong | Gjennomgående | God planløsning | Superb beliggenhet,Nordvik Ullevål,1,0,0,0,0,0,0,Oslo,2,Nordvik,28.0,0,1,0
"Bølerlia 63, 0691 Oslo",4050000,86827,15482,4050000,4226.0,Andel,2,69.0,69.0,2,1957,F - mørkegrønn,"Rålekker 3-roms leilighet, med god planløsning|Totaloppusset i 2018 |God intern beliggenhet|V.v og fyring inkl.",Nordvik Østensjø,0,0,0,0,0,0,0,Oslo,64,Nordvik,8.0,0,1,0
"Havreveien 71, 0680 Oslo",4500000,62000,15526,4500000,4293.0,Andel,2,68.0,75.0,3,1963,D - rød,"RÅFLOTT 3-ROMS| God standard (pusset opp i 2018-2020)|Solrik syd/-vestvendt, innglasset balkong |Nytt utvidet bad 2019",Nordvik Østensjø,1,0,0,0,0,0,0,Oslo,58,Nordvik,15.0,0,1,0
"Bjartveien 2A, 0687 Oslo",5300000,329000,15526,5300000,4992.0,Andel,3,78.0,81.0,1,1954,E - lysegrønn,4-r over 2 plan|God intern beliggenhet|Rekkehusfølelse med egen inngang|Barnevennlig tun|V.v og fyring inkl.,Nordvik Østensjø,0,0,0,0,0,0,0,Oslo,67,Nordvik,13.0,0,1,0
"Rugveien 44, 0679 Oslo",2870000,114000,15526,2870000,2472.0,Andel,0,33.0,33.0,8,1960,C - gul,PERFEKT FØRSTEGANGSKJØP | Lekker og arealeffektiv 1-roms | Flytt rett inn | Varmtvann og fyring inkl | Sentrumsnært,Nordvik Østensjø,0,0,0,0,0,1,0,Oslo,61,Nordvik,24.0,0,1,0
"Neuberggata 4B (inngang fra Elsters gate), 0367 Oslo",8500000,74716,215740,8500000,3758.0,Selveier,2,91.0,93.0,2,1898,G - oransje,Klassisk 4-roms m/herlig sydvestvendt balkong og peis. God takhøyde - 3 stuer på rad - Idyllisk bakgård og rolig område,Notar Oslo,1,0,0,0,0,0,0,Oslo,123,Notar Oslo,2.0,0,0,1
"Rødtvetveien 35, 0955 Oslo",2440000,57927,1162,2440000,2183.0,Andel,0,39.0,39.0,6,1961,F - mørkegrønn,Romslig 1(2)-roms med stort potensiale! Oppussingsobjekt - Ingen forkjøpsrett - Flott beliggenhet - Skap ditt drømmehjem,Notar Oslo,0,0,0,0,0,0,0,Oslo,60,Notar Oslo,8.0,0,1,0
"Frydenbergveien 46D, 0575 Oslo",3790000,101122,0,3891122,421.3416666666667,Selveier,1,40.0,43.0,2,1902,C - mørkegrønn,"Lys og lekker 2-roms selveierleilighet fra 2020 - Flytt rett inn - Hvitevarer følger - Stor takterrasse - Fjernvarme, in",Notar Oslo,0,0,0,0,0,0,0,Oslo,119,Notar Oslo,22.0,0,0,1
"Thereses gate 35B, 0354 Oslo",2950000,16720,0,2966720,69.66666666666667,Aksje,1,32.0,32.0,2,1923,F - mørkegrønn,"Lys, luftig og moderne 2-R med ""alt"" inkl. i felleskost. 13 felles balkonger. Heis. Ingen fellesgjeld. Midt i smørøyet!",Notar Oslo,1,0,0,1,0,0,0,Oslo,98,Notar Oslo,8.0,1,0,0
"Skiparviklia 20, leilighet B2-301, 5221 Nesttun",9100000,228842,0,9328842,953.5083333333333,Selveier,3,107.0,111.0,5,2021,E - lysegrønn,Nydelig innholdsrik helt ny toppleilighet med fantastisk solrik terrasse på 61 kvm og vakker utsikt over Nordåsvannet,PROAKTIV PROSJEKTMEGLING AS,0,1,0,0,0,0,1,Nesttun,0,PROAKTIV PROSJEKTMEGLING AS,13.0,0,0,1
"Kloppedalsvegen 19, 5232 Paradis",3190000,87992,0,3277992,903.0,Selveier,2,71.0,71.0,1,1939,E - gul,"Innholdsrik 3-roms selveier med solrik veranda, stor felles hage og egen privat garasje.",PROAKTIV PROSJEKTMEGLING AS,0,0,1,0,0,0,0,Paradis,82,PROAKTIV PROSJEKTMEGLING AS,14.0,0,0,1
"Uelands gate 38, 0457 Oslo",7700000,248082,8060,7700000,5950.0,Andel,2,101.0,101.0,3,1927,G - oransje,Delikat og gjennomgående toppleilighet o/ to plan med vestvendt balkong og peis - Sentral beliggenhet,PrivatMegleren Allé,1,0,0,0,0,0,1,Oslo,94,PrivatMegleren,2.0,0,1,0
"Ensjøveien 21 D, 0655 Oslo",6190000,166292,0,6356292,692.8833333333333,Selveier,2,70.0,73.0,4,2018,C - mørkegrønn,"Stilren og gjennomgående 3-roms selveier med heis, balkong, vannbåren gulvvarme og svært god beliggenhet.",PrivatMegleren Aveny,1,0,0,1,0,0,0,Oslo,3,PrivatMegleren,22.0,0,0,1
"Munkedamsveien 72B, 0270 Oslo",6990000,186292,0,7176292,776.2166666666667,Selveier,2,76.0,76.0,5,1950,G - rød,3-roms toppleilighet med stor og solrik balkong med sjøutsikt - Peis - Parkeringsleie - Lave felleskostnader,PrivatMegleren Aveny,1,1,0,0,1,0,1,Oslo,71,PrivatMegleren,1.0,0,0,1
"Weidemanns vei 17D, 7043 Trondheim",3650000,116570,0,3766570,1407.1666666666667,Selveier,2,72.0,72.0,2,1932,G - oransje,Leilighet på 72m² med 60m² tilleggsareal på loft. Veranda. Meget attraktiv beliggenhet.,PrivatMegleren Benum & Johansen,0,0,0,0,0,0,0,Trondheim,89,PrivatMegleren,2.0,0,0,1
"Rødknapplia 25C, 4025 Stavanger",3290000,154427,8032,3290000,5864.0,Andel,2,77.0,80.0,1,1994,E - rød,Innbydende leilighet med fin utsikt. God standard. Kjekk plassering i øverste rekke.,PrivatMegleren Bergesen & Partnere,0,1,0,0,0,0,0,Stavanger,27,PrivatMegleren,10.0,0,1,0
"Storengveien 92, 1368 Stabekk",8750000,231178,8060,8750000,6961.0,Andel,3,124.0,124.0,2,1886,F - oransje,5- roms herskapelig leilighet på Stabækhøi - Lekre og særegne detaljer - Fjordutsikt - Vakker hage - Bør oppleves!,PrivatMegleren Børke & Partners,0,1,0,0,0,0,0,Stabekk,135,PrivatMegleren,7.0,0,1,0
"Schweigaards gate 54A, 0656 Oslo",6000000,168978,165770,6000000,6907.0,Selveier,5,88.0,88.0,4,1891,G - rød,Perfekt utleieobjekt - 5 soverom - Månedlige inntekter ca 32.000,PrivatMegleren Børke & Partners,0,0,0,0,0,0,0,Oslo,130,PrivatMegleren,1.0,0,0,1
"Grefsenveien 21C, 0482 Oslo",2850000,1184,82840,2850000,2089.0,Selveier,1,27.0,27.0,0,1936,G - rød,Lys og arealeffektiv 1-roms leilighet - Perfekt førstegangskjøp - Lave felleskost m.v.v/fyring/internett inkl.,PrivatMegleren Børke & Partners,0,0,0,0,0,0,0,Oslo,85,PrivatMegleren,1.0,0,0,1
"Lilleruts vei 71, 1364 Fornebu",8700000,229070,0,8929070,954.4583333333334,Selveier,2,85.0,88.0,3,2011,C - mørkegrønn,Eksklusiv og påkostet 3-roms m/ 2 bad - Flott sjøutsikt og gode solforhold - Garasje - Heis - Oppvarming/varmtvann inkl.,PrivatMegleren Børke & Partners,0,1,1,1,0,0,0,Fornebu,10,PrivatMegleren,22.0,0,0,1
"Kroksveien 31, 3050 Mjøndalen",2490000,73820,0,2563820,307.5833333333333,Selveier,2,75.0,75.0,2,1997,D - oransje,"Hyggelig 3-roms selveier med sentral beliggenhet - Solrik, sydvendt terrasse - Gangavstand til sentrum",PrivatMegleren Drammen,0,0,0,0,0,1,0,Mjøndalen,24,PrivatMegleren,16.0,0,0,1
"Åkerveien 11 C, 3024 Drammen",2590000,174539,8060,2590000,3654.0,Andel,1,47.0,47.0,1,1957,G - oransje,Lekker 2-roms endeleilighet med terrasse - Nytt kjøkken - Bad fra 2017 - Ildsted - Felles parkeringsplass - Sentralt.,PrivatMegleren Drammen,0,0,0,0,1,1,0,Drammen,64,PrivatMegleren,2.0,0,1,0
"Tjuvholmen Allé 21, 0252 Oslo",24800000,631570,0,25431570,2631.5416666666665,Selveier,2,138.0,138.0,5,2012,C - mørkegrønn,Eksklusiv hjørneleilighet | Spektakulær fjordutsikt | 2 soverom og 2 bad | 2 Sommerterrasser og 2 balkonger | 2 garasjer,PrivatMegleren Dyve & Partnere,1,1,1,0,0,0,0,Oslo,9,PrivatMegleren,22.0,0,0,1
"Olav Aukrusts vei 2E, 0785 Oslo",10500000,92200,276370,10500000,4257.0,Selveier,3,126.0,126.0,2,1980,F - rød,Eksklusiv og usjenert 4-r endeleilighet med solrik terrasse og vidstrakt utsikt - Gasspeis - 3 sov - 2 bad - Garasje,PrivatMegleren Dyve & Partnere,0,1,1,0,0,0,0,Oslo,41,PrivatMegleren,6.0,0,0,1
"Geitmyrsveien 27, 0171 Oslo",6290000,7961,168990,6290000,3312.0,Selveier,2,58.0,58.0,3,1969,D - oransje,Lys 3-roms topp/endeleilighet i 3.etasje med solrik balkong - Skjermet beliggenhet - *Garasjeleie,PrivatMegleren Dyve & Partnere,1,0,1,0,0,0,0,Oslo,52,PrivatMegleren,16.0,0,0,1
"Mjugbakken 5, 4048 Hafrsfjord",2190000,267017,15526,2190000,4643.0,Andel,2,72.0,88.0,3,1984,F - rød,"Svært pen 3-roms med heisadkomst, kjøkken fra 2019, god utsikt og innglasset balkong. Landlig, men sentral beliggenhet.",PrivatMegleren Haferkamp & Partnere,1,1,0,1,0,0,0,Hafrsfjord,37,PrivatMegleren,6.0,0,1,0
"Løkkeveien 16B, 4008 Stavanger",2350000,70292,0,2420292,423.8333333333333,Selveier,1,47.0,47.0,2,1890,G - rød,"Lys, pen og tidsriktig 2-roms endeleilighet med gangavstand til sentrum. Solrik balkong og parkeringsmuligheter.",PrivatMegleren Haferkamp & Partnere,1,0,0,0,1,1,0,Stavanger,131,PrivatMegleren,1.0,0,0,1
"Mariabakken 10, 4034 Stavanger",3000000,356306,15526,3000000,5325.0,Andel,2,103.0,103.0,1,1989,F - rød,"Stor, attraktiv 3-roms omfattende oppgradert i 2020. Parkering i carport og skjermet markterrasse. Nærhet til det meste.",PrivatMegleren Haferkamp & Partnere,0,0,0,0,1,0,0,Stavanger,32,PrivatMegleren,6.0,0,1,0
"Storhaugveien 19B, 4014 Stavanger",3450000,97792,0,3547792,678.9166666666666,Selveier,2,86.0,86.0,2,1916,C - oransje,"Meget luftig, attraktiv og moderne 3-roms. Romslig terrasse og gode solforhold. Hems på 51 kvm gulvareal ikke medregnet",PrivatMegleren Haferkamp & Partnere,0,0,0,0,0,0,0,Stavanger,105,PrivatMegleren,21.0,0,0,1
"Biskop Njåls gate 30B, 4010 Stavanger",2850000,82792,0,2932792,344.9666666666667,Selveier,1,62.0,63.0,1,1988,E - oransje,"Romslig 2-roms hjørneleilighet med garasjeplass og solrik, privat terrasse. Egen inngang og flott, felles hage.",PrivatMegleren Haferkamp & Partnere,0,0,1,0,0,0,0,Stavanger,33,PrivatMegleren,11.0,0,0,1
"Vestliveien 29 A, 1415 Oppegård",4475000,123440,0,4598440,877.6666666666666,Selveier,2,103.0,111.0,0,1991,D - oransje,"Stor, luftig og innholdsrik selveierleilighet over 2 plan - Vestvendt veranda på 25 kvm - Dobbelgarasje - Mye potensial!",PrivatMegleren Kvadrat,0,0,1,0,0,0,0,Oppegård,30,PrivatMegleren,16.0,0,0,1
"Fritzøe Brygge 5 E, 3264 Larvik",4450000,122792,0,4572792,912.8333333333334,Selveier,2,78.0,85.0,0,2004,D - rød,Fritzøe Brygge - Pen 3-roms selveier med sydvestvendt balkong og nydelig sjøutsikt. Heis og garasjeplass.,PrivatMegleren Larvik,1,1,1,1,0,0,0,Larvik,17,PrivatMegleren,15.0,0,0,1
"Frognerveien 4, 2016 Frogner",3250000,2016,92670,3250000,2892.0,Selveier,2,61.0,61.0,2,2003,D - rød,"Tiltalende 3-roms selveier med kjøkken fra 2019. Vestvendt balkong, heis og garasjeplass. Svært sentral beliggenhet.",PrivatMegleren Lillestrøm,1,0,1,1,0,0,0,Frogner,18,PrivatMegleren,15.0,0,0,1
"Dueveien 9, 2016 Frogner",3190000,91120,0,3281120,379.6666666666667,Selveier,1,44.0,48.0,0,1987,B - rød,"Moderne, ""ny"" 2-roms selveier i høy 1.etg med god standard - Vestvendt balkong på ca. 12 kvm - Sentral beliggenhet!",PrivatMegleren Lillestrøm,1,0,0,0,0,0,0,Frogner,34,PrivatMegleren,26.0,0,0,1
"Fredrik Solies vei 13, 1523 Moss",2500000,254219,15553,2500000,4922.0,Andel,2,72.0,72.0,2,1958,G - oransje,"Ørejordet, Moss - Flott 3-roms leilighet med god standard. Perfekt førstegangskjøp!",PrivatMegleren Moss,0,0,0,0,0,0,0,Moss,63,PrivatMegleren,2.0,0,1,0
"Rosenvinges vei 16, 1523 Moss",3150000,90320,0,3240320,419.25,Selveier,1,59.0,67.0,1,2018,D - mørkegrønn,"Rosenvinge Park - Strøken leilighet, fra 2018, med høy standard og garasjeplass. Påkostet med tilvalg for kr. 250.000,-",PrivatMegleren Moss,0,0,1,0,0,0,0,Moss,3,PrivatMegleren,17.0,0,0,1
"Bergkrystallen 4, 1155 Oslo",4200000,332000,15554,4200000,3292.0,Andel,2,67.0,67.0,4,1957,F - rød,Lekker 3-roms toppleilighet med sydvendt balkong på ca. 8 m² | Utvidet baderom fra 2016 | Kjøkken fra 2015,PrivatMegleren Panorama,1,0,0,0,0,0,1,Oslo,64,PrivatMegleren,6.0,0,1,0
"Gina Krogs vei 5 b, 1153 Oslo",3950000,379000,19520,3950000,5591.0,Aksje,2,70.0,70.0,2,1954,E - mørkegrønn,Flott beliggende og svært romslig (70 kvm) 3-roms leilighet i attraktivt boligområde | Varmtvann og fyring inkludert,PrivatMegleren Panorama,0,0,0,0,0,0,0,Oslo,67,PrivatMegleren,12.0,1,0,0
"Langbølgen 58, 1150 Oslo",4200000,77000,21549,4200000,3649.0,Andel,2,70.0,78.0,1,1965,F - rød,Meget attraktiv 3-roms hjørneleilighet med innglasset balkong. Enkel adkomst i høy 1. etg. Pipeløp. Munkerud skole.,PrivatMegleren Panorama,1,0,0,0,0,0,0,Oslo,56,PrivatMegleren,6.0,0,1,0
"Lunden 20, 0598 Oslo",4200000,121570,0,4321570,506.5416666666667,Selveier,1,48.0,52.0,5,2003,E - mørkegrønn,2-roms selveier med garasjeplass I heis I stor solrik terrasse I Fyring og varmtvann inkludert I Perfekt førstegangskjøp,PrivatMegleren Panorama,0,0,1,1,0,0,0,Oslo,18,PrivatMegleren,12.0,0,0,1
"Steinspranget 63, 1157 Oslo",3900000,180000,15554,3900000,2968.0,Andel,2,63.0,65.0,3,1957,E - rød,"Meget pen og tiltalende 3-roms med solrik, vestvendt balkong | Peis | Nytt kjøkken i 2017 | Bad oppusset i regi av brl.",PrivatMegleren Panorama,1,0,0,0,0,0,0,Oslo,64,PrivatMegleren,10.0,0,1,0
"Feltspatveien 45, 1155 Oslo",3400000,275000,15554,3400000,2737.0,Andel,1,54.0,54.0,1,1953,F - rød,"Meget innbydende 2-roms leilighet | Trapp fra solrik, vestv. balkong ned mot felles grøntarealer | Bad fra 2015 | Vv ink",PrivatMegleren Panorama,1,0,0,0,0,0,0,Oslo,68,PrivatMegleren,6.0,0,1,0
"Gladvollveien 9, 1168 Oslo",9100000,239070,0,9339070,996.125,Selveier,2,134.0,169.0,3,1900,G - rød,3-roms toppleilighet i nydelig Jugendgård | Fantastisk fjordutsikt og svært gode solforhold | Garasjer | Modernisering,PrivatMegleren Panorama,0,1,1,0,0,0,1,Oslo,121,PrivatMegleren,1.0,0,0,1
"Landingsveien 84, 0767 Oslo",4500000,47000,8032,4500000,2815.0,Andel,2,57.0,57.0,3,1975,E - rød,"Lys og oppusset 3-roms med stor og solrik balkong, heis og garasjeplass med mulighet for el-lading - Velkommen",PrivatMegleren Park,1,0,1,1,0,0,0,Oslo,46,PrivatMegleren,10.0,0,1,0
"Bogstadveien 9A, 0355 Oslo",2790000,81292,0,2871292,338.71666666666664,Selveier,3,22.0,22.0,0,1937,F - mørkegrønn,Lys og flott 1-roms selveier med meget attraktiv beliggenhet på Majorstuen - Fyring & v.vann inkl. - Balkong - Heis,PrivatMegleren Park,1,0,0,1,0,0,0,Oslo,84,PrivatMegleren,8.0,0,0,1
"Hovseterveien 40B, 0768 Oslo",4300000,200000,15526,4300000,2794.0,Andel,1,54.0,54.0,1,1972,E - rød,"Sjelden mulighet || Vestvendt og oppusset 2-roms med nydelig utsikt og solrik hage/terrasse, samt garasjeplass.",PrivatMegleren Park,0,1,1,0,0,0,0,Oslo,49,PrivatMegleren,10.0,0,1,0
"Alnafetgata 1B, 0192 Oslo",3450000,133325,101112,3450000,3270.0,Selveier,1,44.0,44.0,4,1904,F - rød,Svært lys og sjarmerende 2(3)-R selveierleilighet med flott utsikt i klassisk bygård. Behov for oppussing/modernisering,PrivatMegleren Park,0,1,0,0,0,0,0,Oslo,117,PrivatMegleren,6.0,0,0,1
"Colletts gate 13B, 0169 Oslo",9500000,68303,9900,9500000,3690.0,Aksje,2,91.0,91.0,4,1932,F - mørkegrønn,"Svært attraktivt beliggende 3/4-roms - Gjennomgående, stilren og påkostet med to balkonger, peis og garasjeleie.",PrivatMegleren Park,1,0,1,0,0,0,0,Oslo,89,PrivatMegleren,8.0,1,0,0
"Colletts gate 63, 0456 Oslo",5900000,77957,160962,5900000,3116.0,Selveier,2,69.0,69.0,2,1929,F - oransje,"Stilren 3-roms selveier i herlige omgivelser med peis, kjøkken/bad fra 2019/16. Sentralt beliggende på St.Hanshaugen",PrivatMegleren Park,0,0,0,0,0,1,0,Oslo,92,PrivatMegleren,7.0,0,0,1
"Haakon Tveters vei 49, 0686 Oslo",3500000,51000,15554,3500000,3013.0,Andel,1,58.0,58.0,2,1955,F - lysegrønn,"Lys og pen 2-roms med solrik, vestvendt balkong og flott utsikt. 3 min til T-bane. Fyring og bredbånd inkludert.",PrivatMegleren Première,1,1,0,0,0,0,0,Oslo,66,PrivatMegleren,9.0,0,1,0
"Elisenbergveien 35B, 0265 Oslo",4950000,30246,17910,4950000,1709.0,Aksje,2,47.0,47.0,0,1933,G - mørkegrønn,MÅ OPPLEVES! Rålekker 3-roms med topp beliggenhet og god takhøyde. Usedvanlig lave kostnader!,PrivatMegleren Première,0,0,0,0,0,0,0,Oslo,88,PrivatMegleren,3.0,1,0,0
"Hagelundveien 10, 0963 Oslo",3190000,233000,97140,3190000,4041.0,Selveier,2,67.0,67.0,3,1954,G - oransje,Flott 3-roms selveier- og toppleilighet | Balkong | Kjøkken fra 2020 | 3 min unna Grorud senter og kollektivtransport!,PrivatMegleren Primera,1,0,0,0,0,0,1,Oslo,67,PrivatMegleren,2.0,0,0,1
"Regnbueveien 9, 0664 Oslo",3950000,123000,15526,3950000,3919.0,Andel,2,65.0,72.0,3,1952,D - rød,"Luftig 3 roms med sydvendt, innglasset balkong. Nye vinduer 2020. Ikea kjøkken 2018. Flislagt bad 2003.",PrivatMegleren Renommé,1,0,0,0,0,0,0,Oslo,69,PrivatMegleren,15.0,0,1,0
"Nedre Skogvei 5, 0281 Oslo",6650000,34000,178642,6650000,4621.0,Selveier,2,74.0,74.0,2,1989,F - rød,Bestum: 3-roms topp-/hjørneleilighet. Tilbaketrukket beliggenhet i rolig småhusområde. Nytt bad og solrik balkong,PrivatMegleren Renommé,1,0,0,0,0,0,0,Oslo,32,PrivatMegleren,6.0,0,0,1
