Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,sentrum,toppleilighet,By,Alder,simp_megler,Energimerking_encoded,Aksje,Andel,Selveier
"Dælenenggata 38D, 0567 Oslo",2800000,1165159,8060,2800000,5348.0,Andel,1,40.0,40.0,3,1897,G - rød,Delikat og gjennomgående 2-roms I Fantastisk beliggenhet I Solrik og hyggelig bakgård I Et perfekt førstegangskjøp!,PrivatMegleren Rodeløkka,0,0,0,0,0,0,0,Oslo,124,PrivatMegleren,1.0,0,1,0
"Korshagen 10 A, 2020 Skedsmokorset",4850000,127909,15554,4850000,4577.0,Andel,4,140.0,146.0,0,1969,G - rød,"Romslig og koselig enderekkehus med fire soverom. Garasje, stor hage og skjermet terrasse. Meget populært område",PrivatMegleren Scenario,0,0,1,0,0,0,0,Skedsmokorset,52,PrivatMegleren,1.0,0,1,0
"Mørtelverksbakken 7, 0580 Oslo",4850000,132820,0,4982820,553.4166666666666,Selveier,2,58.0,58.0,2,2017,B - mørkegrønn,Morderne 3-roms m/heis & garasjeplass | Pen & velholdt standard fra 2017 med nybygg-garanti | sør-vestvendt balkong,PrivatMegleren Ski-Ås,1,0,1,1,0,0,0,Oslo,4,PrivatMegleren,28.0,0,0,1
"Hjeratunet leil. B104, 2072 Dal",2490000,66762,0,2556762,278.175,Selveier,1,48.0,48.0,1,2021,F - oransje,Salg av kontraktsposisjon. 2-roms selveier med garasjeplass på Hjeratunet - estimert overtagelse 1-15 juli 2021.,PrivatMegleren Strømmen,0,0,1,0,0,0,0,Dal,0,PrivatMegleren,7.0,0,0,1
"Hjeratunet leil. B203, 2072 Dal",2490000,66762,0,2556762,278.175,Selveier,1,48.0,48.0,2,2021,F - oransje,Salg av kontraktsposisjon. 2-roms selveier med garasjeplass på Hjeratunet - estimert overtagelse 1-15 juli 2021.,PrivatMegleren Strømmen,0,0,1,0,0,0,0,Dal,0,PrivatMegleren,7.0,0,0,1
"Orrevegen 6, 2006 Løvenstad",3090000,144338,15526,3090000,5156.0,Andel,2,74.0,82.0,1,1968,G - mørkegrønn,"Stor 3-roms leilighet med sydvendt, innglasset balkong og gode solforhold. Kort vei til Lillestrøm, Strømmen og Oslo.",PrivatMegleren Strømmen,1,0,0,0,0,0,0,Løvenstad,53,PrivatMegleren,3.0,0,1,0
"Depotgata 27A, 2000 Lillestrøm",8950000,235292,0,9185292,980.3833333333333,Selveier,2,91.0,95.0,4,2008,C - mørkegrønn,"Sjelden mulighet! Selveier med 2 solrike balkonger mot Nitelva. 2 garasjeplasser, heis og nydelig utsikt.",PrivatMegleren Strømmen,1,1,1,1,0,0,0,Lillestrøm,13,PrivatMegleren,22.0,0,0,1
"Breidablikkbakken 3, 3911 Porsgrunn",2590000,795761,8032,2590000,6396.0,Andel,2,87.0,95.0,3,1983,F - rød,Romslig terrasseleilighet med fantastisk utsikt og nydelige solforhold - Stor terrasse - 2 gode soverom - Garasje,PrivatMegleren Telemark,0,1,1,0,0,0,0,Porsgrunn,38,PrivatMegleren,6.0,0,1,0
"Sneltvedtkroken 9B, 3719 Skien",1890000,619026,8032,1890000,7177.0,Andel,2,98.0,103.0,1,2005,C - rød,Flott leilighet over 2 plan med gode sol- og utsiktsforhold - 2 bad - garasje - god standard,PrivatMegleren Telemark,0,1,1,0,0,0,0,Skien,16,PrivatMegleren,20.0,0,1,0
"Klæbuveien 155 B, 7031 Trondheim",2990000,49418,6900,2990000,2334.0,Aksje,2,62.0,62.0,1,1948,G - oransje,Flott 3-roms med kun 10 minutters gange til NTNU. Solrik veranda. Parkering. Peis. Felles hage. 3 boder. Lave fellesutg.,PrivatMegleren Trondheim,0,0,0,0,1,0,0,Trondheim,73,PrivatMegleren,2.0,1,0,0
"Danielsbakerveita 7, 7010 Trondheim",3190000,91320,0,3281320,700.0,Selveier,1,44.0,44.0,2,2004,D - mørkegrønn,Lekker og gjennomført 2-roms med skjermet beliggenhet i hjertet av sentrum. Oppusset i 2021. Heis. Fjernv. Takterrasse.,PrivatMegleren Trondheim,0,0,0,1,0,1,0,Trondheim,17,PrivatMegleren,17.0,0,0,1
"Severin Kjærs vei 13A, 3117 Tønsberg",1650000,232000,8060,1650000,4391.0,Andel,1,42.0,42.0,2,1963,E - gul,"Gjennomgående, pen 2-roms med nyoppusset bad, solrik balkong og skjermet felleshage. Kort vei til sentrumskjernen!",PrivatMegleren Tønsberg,1,0,0,0,0,1,0,Tønsberg,58,PrivatMegleren,14.0,0,1,0
"Thereses gate 31B, 0354 Oslo",3290000,27808,15553,3290000,1967.0,Andel,1,34.0,34.0,1,1901,G - rød,"Klassisk, moderne og tiltalende 1-roms rett ved idylliske Stensparken |Peis |P-mulighet |Perfekt førstegangskjøp!",PrivatMegleren Ullevål,0,0,0,0,0,0,0,Oslo,120,PrivatMegleren,1.0,0,1,0
"Skagetjernvegen 9, 5258 Blomsterdalen",3290000,93792,0,3383792,1233.3333333333333,Selveier,3,76.0,79.0,1,2012,D - rød,Lys og attraktiv 4-roms leilighet med solrik uteplass og parkering i garasje. Lekeplass like ved.,PrivatMegleren Vikebø & Jørgensen,0,0,1,0,1,0,0,Blomsterdalen,9,PrivatMegleren,15.0,0,0,1
"Zetlitz' gate 10, 5006 Bergen",3190000,91292,0,3281292,780.1666666666666,Selveier,1,45.0,45.0,4,1910,G - rød,Lekker toppleilighet oppusset i nyere tid. Gulvareal på 54 kvm. Gangavstand til studieinstitusjoner og byens fasiliteter,PrivatMegleren Vikebø & Jørgensen,0,0,0,0,0,0,1,Bergen,111,PrivatMegleren,1.0,0,0,1
"Nye Sandviksveien 64, 5032 Bergen",4490000,136542,0,4626542,1196.3333333333333,Selveier,3,83.0,83.0,3,1900,D - oransje,Visning avlyst etter bud direkte til selger. Meget flott 4-roms bygårdsleilighet med attraktiv beliggenhet.,PrivatMegleren Vikebø & Jørgensen,0,0,0,0,0,0,0,Bergen,121,PrivatMegleren,16.0,0,0,1
"Nygårdsgaten 68, 5008 Bergen",3190000,8032,0,3198032,33.46666666666667,Andel,2,42.0,45.0,5,1890,G - gul,"Rålekker toppleilighet med egen hems. Fasade (2014), taktekking (2018) og innvendige kvaliteter oppgradert (2019)",PrivatMegleren Vikebø & Jørgensen,0,0,0,0,0,0,1,Bergen,131,PrivatMegleren,5.0,0,1,0
"Jacob Kjødes veg 2G, 5232 Paradis",5390000,9792,0,5399792,40.800000000000004,Selveier,2,81.0,87.0,5,2020,D - mørkegrønn,"Paradis: Ny og innflytningsklar 3-roms leilighet med in-suite løsning, to bad og terrasse! Mulighet for garasjeplass.",PrivatMegleren Vikebø & Jørgensen Nybygg,0,0,1,0,0,0,0,Paradis,1,PrivatMegleren,17.0,0,0,1
"Storestraumen 220, 5212 Søfteland",2090000,2769,63842,2090000,1431.0,Selveier,1,40.0,45.0,1,2015,D - mørkegrønn,Søfteland | Moderne 2-roms leilighet- parkering i garasje - populær beliggenhet i Storestraumen - endeleilighet,PrivatMegleren Vikøyr & Brandt,0,0,1,0,1,0,0,Søfteland,6,PrivatMegleren,17.0,0,0,1
"Sæbøvika 19, 5590 Etne",1950000,648202,8060,1950000,7811.0,Andel,3,97.0,100.0,2,2003,C - oransje,Tiltalende 4-romsleilighet med fjorden som nærmeste nabo - garasje og båtplass!,PrivatMegleren Østbø & Kaldheim,0,0,1,0,0,0,0,Etne,18,PrivatMegleren,21.0,0,1,0
"Solveien 11 D, 4879 Grimstad",1750000,24996,0,1774996,104.14999999999999,Andel,2,62.0,63.0,2,1973,E - rød,"BUD MOTTATT! Groosåsen - Flott leilighet med 2 soverom, stor veranda og garasje! Kort gangvei til UiA og sentrum!",Privatmegleren Arendal,0,0,1,0,0,1,0,Grimstad,48,PrivatMegleren,10.0,0,1,0
"Jernbanegata 3, 4340 Bryne",1490000,48792,0,1538792,203.29999999999998,Selveier,1,58.0,58.0,2,1890,G - rød,Leilighet i Bryne sentrum med gangavstand til nær sagt alle fasiliteter.,Privatmegleren Jæren,0,0,0,0,0,1,0,Bryne,131,PrivatMegleren,1.0,0,0,1
"Kvednadalen 57, 4353 Klepp stasjon",2690000,78792,0,2768792,422.5,Selveier,2,67.0,67.0,2,2008,C - rød,"Gjennomgående, pen og velholdt leilighet - Sørvestvendt balkong - Gode solforhold - Nærhet til togstasjon.",Privatmegleren Jæren,1,0,0,0,0,0,0,stasjon,13,PrivatMegleren,20.0,0,0,1
"Elgsåslia 12, 6421 Molde",2650000,77820,0,2727820,1163.5833333333333,Selveier,3,72.0,72.0,2,2015,B - lysegrønn,Hestehagen - Flott 3-roms leilighet i 2. etasje med fin utsikt - Sørvendt og solrik balkong - Carport,Privatmegleren Molde,1,1,0,0,0,0,0,Molde,6,PrivatMegleren,29.0,0,0,1
"Brørakastet 1A, 5911 Alversund",2490000,73792,0,2563792,800.3333333333334,Selveier,2,69.0,69.0,1,2002,E - rød,"Alversund - Pen 3- roms hjørneleilighet med sjøutsikt, egen parkering like ved, gode solforhold og trappefri adkomst.",Privatmegleren Nordhordland,0,1,0,0,1,0,0,Alversund,19,PrivatMegleren,10.0,0,0,1
"Orresteinen 15C, 5916 Isdalstø",3090000,88792,0,3178792,1123.75,Selveier,2,99.0,99.0,2,2006,E - rød,Knarvik - Lekker hjørneleilighet over to plan med attraktiv beliggenhet. Sentralt | Nydelig utsikt | Garasjeplass.,Privatmegleren Nordhordland,0,1,1,0,0,1,0,Isdalstø,15,PrivatMegleren,10.0,0,0,1
"Ingerthas vei 2, 4630 Kristiansand S",3150000,95292,0,3245292,876.4166666666666,Selveier,1,94.0,94.0,0,1951,G - oransje,Gimlevang - Tiltalende og moderne selveierleilighet over 2 plan i attraktivt og populært område på Lund.,Privatmegleren Sædberg & Lian,0,0,0,0,0,0,0,S,70,PrivatMegleren,2.0,0,0,1
"Bankveien 14, 1383 Asker",7590000,34885,202170,7590000,2640.0,Selveier,3,84.0,84.0,3,1996,D - rød,"Lekker og nyoppusset 4-roms midt i hjertet av Asker sentrum -Solrik, romslig balkong, peis, heis og garasje",Privatmegleren Tjuvholmen,1,0,1,1,0,1,0,Asker,25,PrivatMegleren,15.0,0,0,1
"Vikens gate 10, 5057 Bergen",2690000,122679,8032,2690000,3193.0,Andel,2,56.0,56.0,2,1951,G - oransje,Lekker 3-roms andelsleilighet med balkong i et attraktivt og sentrumsnært boområde.,Privatmegleren Vest,1,0,0,0,0,1,0,Bergen,70,PrivatMegleren,2.0,0,1,0
"Bråtasvingen 19, 3425 Reistad",3990000,3428,0,3990000,476.25,Selveier,3,88.0,92.0,3,2007,D - rød,Pen 3(4)-roms endeleilighet med tilbaketrukket beliggenhet - Stor balkong med utsikt og gode solforhold - Garasje - Heis,Proaktiv Bolig og Prosjektmegling,1,1,1,1,0,0,0,Reistad,14,Proaktiv,15.0,0,0,1
"Borgermester Platous gate 9, 5008 Bergen",1990000,57992,0,2047992,501.25,Selveier,2,20.0,20.0,0,1900,F - rød,"Start boligeventyret med en sentral og arealeffektiv studioleilighet i ærverdig bygård, like ved BI og Nygårdshøyden!",Proaktiv Chr. Michelsensgate,0,0,0,0,0,0,0,Bergen,121,Proaktiv,6.0,0,0,1
"Snølia leilighet C132, 1473 Lørenskog",3950000,16212,0,3966212,67.55,Selveier,2,49.0,50.0,5,2021,D - mørkegrønn,LØRENSKOG/SNØLIA | Resalg av en splitter ny 3-roms med nybygg standard | Balkong på ca 6.6 kvm |5 etg m/heis | utleieobj,Proaktiv Christiania,1,0,0,1,0,0,0,Lørenskog,0,Proaktiv,17.0,0,0,1
"Vetlandsveien 70B, 0685 Oslo",4400000,155000,12926,4400000,3714.0,Andel,3,70.0,70.0,3,1960,D - rød,"OPPSAL: Gjennomgående, lys 4-roms leilighet - Balkong - Innholdsrikt kjøkken - Barnevennlig - Attraktiv beliggenhet",Proaktiv Christiania,1,0,0,0,0,0,0,Oslo,61,Proaktiv,15.0,0,1,0
"Etterstadgata 9 A, 0658 Oslo",3950000,75000,108862,3950000,2712.0,Selveier,1,50.0,51.0,2,1928,G - gul,VÅLERENGA: Romslig og gjennomgående 2-roms selveierleilighet - God takhøyde - Sentralt - God Investeringsobjekt,Proaktiv Christiania,0,0,0,0,0,1,0,Oslo,93,Proaktiv,5.0,0,0,1
"Bjerkengveien 7, 8009 Bodø",2800000,78242,0,2878242,683.25,Selveier,1,45.0,45.0,1,2017,C - rød,Nyere og moderne 2-roms fra 2017 midt i Rønvika - Gangavstand til det meste - Parkeringsplass,Proaktiv Eiendomsmegling Bodø,0,0,0,0,1,0,0,Bodø,4,Proaktiv,20.0,0,0,1
"Bjørnsons gate 58, 2003 Lillestrøm",3400000,136,96992,3400000,2950.0,Selveier,2,65.0,67.0,2,1952,E - mørkegrønn,3-roms renoveringsobjekt på Volla. Leiligheten disponerer loftet over denne seksjonen. Garasje og kjellerboder.,Proaktiv Eiendomsmegling Lørenskog,0,0,1,0,0,0,0,Lillestrøm,69,Proaktiv,12.0,0,0,1
"Nordalsvegen 3, 7540 Klæbu",3750000,2466,0,3750000,10.275,Selveier,2,75.0,80.0,3,2017,C - mørkegrønn,Romslig 3-romsleilighet fra 2017 midt i Klæbu sentrum. TG0 på alle punkter. Vestvendt veranda. Heis. Parkeringskjeller.,Proaktiv Eiendomsmegling avd. Heimdal,0,0,0,1,1,1,0,Klæbu,4,Proaktiv,22.0,0,0,1
"Ole Aasveds veg 6, 7049 Trondheim",2050000,487500,12926,2050000,7956.0,Andel,2,60.0,60.0,1,2004,D - rød,"Lys og tiltalende 2-roms pluss 1-roms hybel med mulighet for leieinntekt. Markterrasse - Nært NTNU, metrobuss og marka.",Proaktiv Eiendomsmegling avd. Moholt,0,0,0,0,0,0,0,Trondheim,17,Proaktiv,15.0,0,1,0
"Breistølen 37, 5034 Bergen",5750000,151992,0,5901992,1240.5833333333333,Selveier,4,101.0,101.0,1,1961,G - oransje,"Sandviken | Praktfull halvpart av tomannsbolig med utsøkte kvaliteter, fantastisk utsikt og solrike uteplasser.",Proaktiv Sandviken,0,1,0,0,0,0,0,Bergen,60,Proaktiv,2.0,0,0,1
"Michael Krohns gate 49, 5057 Bergen",4290000,115492,0,4405492,994.1666666666666,Selveier,2,66.0,69.0,6,2014,C - mørkegrønn,"Nydelig leilighet med to soverom, høy standard, balkong med ettermiddagssol og heis i bygget. Attraktiv beliggenhet!",Proaktiv Sandviken,1,0,0,1,0,0,0,Bergen,7,Proaktiv,22.0,0,0,1
"Storestraumen 299, 5212 Søfteland",3090000,85492,0,3175492,641.75,Selveier,2,64.0,65.0,2,2021,C - mørkegrønn,"Praktfull, påkostet leilighet fra 2021 med gode solforhold, to soverom og parkering med el-bil lader",Proaktiv Sandviken,0,0,0,0,1,0,0,Søfteland,0,Proaktiv,22.0,0,0,1
"Vognstølen 16A, 5096 Bergen",1750000,519810,5432,1750000,4724.0,Andel,1,47.0,50.0,2,1938,F - oransje,Flott leilighet på Landås - perfekt førstegangskjøp! Egen terrasse med sol!,Proaktiv Sandviken,0,0,0,0,0,0,0,Bergen,83,Proaktiv,7.0,0,1,0
"Steinsvikvegen 2, 5251 Søreidgrend",4990000,136746,0,5126746,1379.75,Selveier,3,87.0,90.0,3,2019,B - rød,"Nytt, eksklusivt og deilig, med stor takterrasse og garasje med heis til leiligheten.",Proaktiv Småstrandgaten,0,0,1,1,0,0,0,Søreidgrend,2,Proaktiv,26.0,0,0,1
"Michael Krohns gate 38, 5057 Bergen",3200000,5432,0,3205432,22.633333333333336,Andel,2,65.0,65.0,3,1936,G - rød,"Sentralt beliggende 3-roms leilighet. Perfekt for studenter. Gangavstand til BI, UiB og sentrum. Ingen fellesgjeld!",Proaktiv Småstrandgaten,0,0,0,0,0,1,0,Bergen,85,Proaktiv,1.0,0,1,0
"Strandgaten 210, 5004 Bergen",2890000,58329,18781,2890000,2750.0,Aksje,1,38.0,38.0,4,1960,E - rød,"Det er langt bedre å eie enn å leie! Optimal planløsning, balkong med mye sol. Heis i bygget og ingen dok. avgift.",Proaktiv Småstrandgaten,1,0,0,1,0,0,0,Bergen,61,Proaktiv,10.0,1,0,0
"Jonas Lies vei 1, 5053 Bergen",2990000,248982,13460,2990000,3400.0,Aksje,2,58.0,58.0,3,1949,G - oransje,Midt mellom fjell og byliv! Super 3- roms leilighet med solrik balkong og utsikt- ingen dok. avgift.,Proaktiv Småstrandgaten,1,1,0,0,0,0,0,Bergen,72,Proaktiv,2.0,1,0,0
"Dues vei 38, 4023 Stavanger",2590000,168051,77192,2590000,3399.0,Selveier,1,51.0,63.0,2,1971,E - oransje,"Lys og innbydende leilighet med solrik, innglasset balkong i attraktive og sentrale omgivelser.",Proaktiv Stavanger,1,0,0,0,0,0,0,Stavanger,50,Proaktiv,11.0,0,0,1
"Gløshaugveien 4, 7030 Trondheim",3700000,100742,0,3800742,419.7583333333334,Selveier,2,72.0,72.0,1,1939,E - oransje,"Lekker selveier med utleiemulighet. Solrik balkong og grønne fellesområder. Sentralt og rolig, med nærhet til ""alt"".",Proaktiv Trondheim,1,0,0,0,0,1,0,Trondheim,82,Proaktiv,11.0,0,0,1
"Nordre Hallsetveg 88F, 7023 Trondheim",2690000,163629,5432,2690000,4295.0,Andel,2,63.0,63.0,1,1955,G - oransje,"Trivelig 3-roms leilighet i en høy 1.etg med herlig vestvendt balkong, pent kjøkken og vedovn. Rolig, men sentralt.",Proaktiv Trondheim,1,0,0,0,0,1,0,Trondheim,66,Proaktiv,2.0,0,1,0
"Bjørnslettvegen 19, 3917 Porsgrunn",960000,73942,5732,960000,4035.0,Andel,1,30.0,46.0,2,1960,F - mørkegrønn,"Sentral, tiltalende 2-roms andelsleilighet. Gangavstand USN, skoler, idrettsanlegg og sentrum",Propr.no,0,0,0,0,0,1,0,Porsgrunn,61,Propr.no,8.0,0,1,0
"Tastatunet 46, 4027 Stavanger",1700000,2473361,5232,1700000,10380.0,Andel,3,79.0,106.0,1,2013,C - rød,"Unik ende leilighet i høy 1 etasje, 2,70 takhøyde, to innglassede balkonger og fantastiske solforhold.",Propr.no,1,0,0,0,0,0,0,Stavanger,8,Propr.no,20.0,0,1,0
"Fayes gate 18, 0455 Oslo",3950000,39638,5232,3950000,2094.0,Andel,1,37.0,37.0,2,1919,D - rød,LINDERN HAGEBY - Lys og lekker 2-roms leilighet - lave fellesutgifter - lave omkostninger,Propr.no,0,0,0,0,0,0,0,Oslo,102,Propr.no,15.0,0,1,0
"Magnus Bergs gate 3C, 0266 Oslo",6590000,46763,174642,6590000,3431.0,Selveier,2,61.0,61.0,5,1905,E - gul,Frogner - Luftig og velholdt 3-roms toppleilighet med hems og sydvestvendt takterrasse. Utbyggingspotensiale.,Propr.no,0,0,0,0,0,0,1,Oslo,116,Propr.no,14.0,0,0,1
"Nattfiolen 17, 3086 Holmestrand",3590000,25000,99112,3590000,2368.0,Selveier,4,108.0,113.0,2,2016,E - lysegrønn,"Tiltalende og innholdsrik 5-roms selveierleilighet - ""Easy way of living"" i rolige og naturskjønne omgivelser",Propr.no,0,0,0,0,0,0,0,Holmestrand,5,Propr.no,13.0,0,0,1
"Gartnersvingen 8B, 2032 Maura",2550000,72492,0,2622492,302.05,Selveier,2,50.0,50.0,1,2020,G - gul,"Moderne 3-roms selveierleilighet med effektiv planløsning, terrasse og hage. Carport med elbil-lader og sportsbod.",Propr.no,0,0,0,0,0,0,0,Maura,1,Propr.no,5.0,0,0,1
"Nerviksdalen 11, 7300 Orkanger",1890000,55992,0,1945992,804.4166666666666,Selveier,2,95.0,153.0,2,1908,E - mørkegrønn,Sentral og koselig 4-roms leilighet med altan og stort loft,Propr.no,0,0,0,0,0,0,0,Orkanger,113,Propr.no,12.0,0,0,1
"Søster Mathildes gate 42, 1473 Lørenskog",3290000,90992,0,3380992,379.1333333333334,Selveier,1,43.0,44.0,3,2021,C - rød,Splitter ny 2-roms m/balkong. Sentralt. 5 års garanti. Klar for overtakelse!,Propr.no,1,0,0,0,0,1,0,Lørenskog,0,Propr.no,20.0,0,0,1
"Skolegata 13B, 8624 Mo i Rana",2200000,151206,5254,2200000,4933.0,Andel,1,55.5,55.5,4,1954,G - rød,Delikat leilighet i øverste etasje|Lang solgang|Lav fellesgjeld|Fin beliggenhet i feltet|Byens mest populære BRL,Rede Eiendomsmegling AS,0,0,0,0,0,0,0,Rana,67,Rede Eiendomsmegling AS,1.0,0,1,0
"Skjervgata 37 B, 8656 Mosjøen",1550000,1247606,5254,1550000,6253.0,Andel,1,60.0,60.0,2,2008,D - lysegrønn,SENTRUM: 2-roms andelsleilighet i 2.etg. Terrasse. Heis. Parkeringskjeller. Sentral beliggenhet ved Sjøsiden senter!,Rede Eiendomsmegling AS,0,0,0,1,1,1,0,Mosjøen,13,Rede Eiendomsmegling AS,18.0,0,1,0
"Waldemar Thranes gate 38A, 0171 Oslo",5950000,113000,152912,5950000,4359.0,Selveier,2,62.0,62.0,5,1901,G - oransje,Romslig 3-roms loftsleilighet med takterrasse - Rålekkert bad fra 2019 - Peis - Svært god takhøyde - Sentral beliggenhet,Samsolgt by DNB Eiendom,0,0,0,0,0,0,0,Oslo,120,Samsolgt by DNB Eiendom,2.0,0,0,1
"Rødhettes vei 9C, 1388 Borgen",4400000,111342,0,4511342,463.925,Selveier,2,72.0,75.0,1,1989,D - rød,Lys 3-roms endeleilighet med flott utsikt |Romslig terrasse| Trappefri adkomst| Garasjeplass | For de over 50 år|,Samsolgt by DNB Eiendom,0,1,1,0,0,0,0,Borgen,32,Samsolgt by DNB Eiendom,15.0,0,0,1
"Asperudlia 79, 1258 Oslo",3000000,173474,8582,3000000,2700.0,Andel,1,59.0,59.0,1,1982,E - mørkegrønn,Lekker 2-roms med panoramautsikt | Nytt og lekkert bad | Vestvendt balkong | Markterrasse | Kort vei til kollektivtransp,Samsolgt by DNB Eiendom,1,1,0,0,0,0,0,Oslo,39,Samsolgt by DNB Eiendom,12.0,0,1,0
"Trondheimsveien 6A, 0560 Oslo",3050000,77592,0,3127592,323.3,Selveier,1,27.0,27.0,4,2009,C - mørkegrønn,Perfekt førstegangskjøp | 4. etg med heis | Balkong | Romslig bad og kjøkken | Lave felleskost | Sentralt på Løkka!,Samsolgt by DNB Eiendom,1,0,0,1,0,1,0,Oslo,12,Samsolgt by DNB Eiendom,22.0,0,0,1
"Ole Vigs gate 19A, 0366 Oslo",4950000,27577,133439,4950000,1981.0,Selveier,1,47.0,47.0,4,1917,G - rød,"Lys, luftig og pen 2-roms selveier i klassisk gård | God takhøyde opptil 2,91m | Store vinduer | Peis | Lave felleskost.",Schala & Partners Carl Berner,0,0,0,0,0,0,0,Oslo,104,Schala & Partners,1.0,0,0,1
"Siebkes gate 4D, 0562 Oslo",2990000,125929,15759,2990000,2541.0,Andel,1,27.0,27.0,3,1894,G - rød,"Lys, sjarmerende og arealeffektiv 1(2)-r i populære Gråbeinskvartalet | Bad og rør 2015 | Vinduer 2019 | Flott gårdsrom",Schala & Partners Carl Berner,0,0,0,0,0,0,0,Oslo,127,Schala & Partners,1.0,0,1,0
"Trondheimsveien 14C, 0560 Oslo",2980000,88030,85719,2980000,3039.0,Selveier,1,37.0,37.0,4,1877,G - rød,"Klassisk 2-r vendt mot rolig, indre gård | God takhøyde | Oppussingsbehov | Perfekt for utleie. eller førstegangskjøp!",Schala & Partners Carl Berner,0,0,0,0,0,0,0,Oslo,144,Schala & Partners,1.0,0,0,1
"Sofienberggata 55D, 0563 Oslo",5800000,249353,15459,5800000,6345.0,Andel,3,89.0,89.0,4,1939,G - mørkegrønn,"Gjennomgående 3(4)-r toppleilighet med vestvendt balkong | Rolig og skjermet i indre gård | Vv, fyring, fiber",Schala & Partners Carl Berner,1,0,0,0,0,0,1,Oslo,82,Schala & Partners,3.0,0,1,0
"Lyngåsen 68, 1405 Langhus",3600000,221196,8009,3600000,4157.0,Andel,3,84.0,84.0,0,1985,E - oransje,Gjennomgående 4-roms leilighet med vestvendt balkong | Garasjeplass | God beliggenhet i familievennlig boligområde,Schala & Partners Carl Berner,1,0,1,0,0,0,0,Langhus,36,Schala & Partners,11.0,0,1,0
"Dronningens gate 12, 0152 Oslo",4590000,1631,124789,4590000,3642.0,Selveier,1,52.0,55.0,3,1939,G - mørkegrønn,Lys og tiltalende 2-roms selveierleilighet m/ heis og fransk balkong | Fjernvarme og varmtv. inkl. | Utleie tillatt,Schala & Partners Grünerløkka,1,0,0,1,0,0,0,Oslo,82,Schala & Partners,3.0,0,0,1
"Dovregata 5A, 0170 Oslo",4000000,70574,8009,4000000,2919.0,Andel,1,44.0,44.0,3,1896,F - oransje,Klassisk og gjennomgående 2-roms med 3 meter takhøyde | Sydvendt balkong | Vedovn | Lave fellesutgifter,Schala & Partners Grünerløkka,1,0,0,0,0,0,0,Oslo,125,Schala & Partners,7.0,0,1,0
"Fallanveien 30 A, 0495 Oslo",3500000,96519,0,3596519,402.16249999999997,Selveier,1,50.0,50.0,2,1973,F - rød,Lys 2-roms selveiet toppleil med moderniseringsbehov | 11 m² sørvestvendt terrasse | Garasjeplass | Varmtv./bredbånd ink,Schala & Partners Grünerløkka,0,0,1,0,0,0,0,Oslo,48,Schala & Partners,6.0,0,0,1
"Seilduksgata 28B, 0553 Oslo",5400000,114763,8009,5400000,3261.0,Andel,2,60.0,60.0,3,1897,F - oransje,"Velholdt, lys og gjennomgående 3-roms. God planløsning og takhøyde. Peis, vestvendt balkong og ingen forkjøpsrett",Schala & Partners Grünerløkka,1,0,0,0,0,0,0,Oslo,124,Schala & Partners,7.0,0,1,0
"Mogata 2A, 0462 Oslo",5250000,358577,16003,5250000,4133.0,Andel,3,72.0,72.0,0,1948,G - rød,Flott 3-roms hjørneleilighet med direkte adkomst til markterrasse | Bad 2008 og kjøkken 2014 | Tregulv og teglstein,Schala & Partners Grünerløkka,0,0,0,0,0,0,0,Oslo,73,Schala & Partners,1.0,0,1,0
"Mariboes gate 14F, 0179 Oslo",4400000,8009,0,4408009,33.37083333333333,Andel,1,38.0,38.0,4,2020,B - mørkegrønn,Strøken og helt ny 2-roms fra 2020! Balkong & fransk balkong | Sauna og badestamp på takterrasse | Heis | Fjernvarme!,Schala & Partners Grünerløkka,1,0,0,1,0,0,0,Oslo,1,Schala & Partners,28.0,0,1,0
"Odvar Solbergs vei 200, 0973 Oslo",2450000,578882,16253,2450000,5352.0,Andel,3,86.0,102.0,0,1973,G - rød,Romslig og lys 4-roms I Solrik balkong I Nærhet til marka I Garasjeplass m. elbiI-lader I Gode oppbevaringsmuligheter,Schala & Partners Kalbakken,1,0,1,0,0,0,0,Oslo,48,Schala & Partners,1.0,0,1,0
"Lutvannsveien 12, 0676 Oslo",4085000,111968,113919,4085000,5129.0,Selveier,3,84.0,94.0,4,1974,G - mørkegrønn,Rålekker 4-roms med stor balkong og fantastisk utsikt | Garasje | Lekkert bad 2020 | Nye flater | Fyring/varmtvann inkl.,Schala & Partners Kalbakken,1,1,1,0,0,0,0,Oslo,47,Schala & Partners,3.0,0,0,1
"Enebakkveien 164, 0680 Oslo",2990000,99339,15503,2990000,2908.0,Andel,1,31.0,33.0,4,1960,B - gul,"Lys og hyggelig 1(2)-R I Solrik vestvendt balkong på 7,3m² med utsikt I Lave felleskost. inkl. ""alt"" I Heis I P-plass*",Schala & Partners Sagene,1,1,0,1,0,0,0,Oslo,61,Schala & Partners,30.0,0,1,0
