Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,hage,sentrum,toppleilighet,Alder,Energimerking_encoded,Aksje,Andel,Selveier
"Norbygata 50A, 0187 Oslo",3400000.0,45935.0,97690.0,3543625.0,3543625.0,Leilighet,Selveier,1,34.0,34,4,1889,E - lysegrønn,Sjarmerende og lekker 2-roms loftsleilighet med sentral beliggenhet. Nytt kjøkken i 2020. Perfekt førstegangskjøp!,PrivatMegleren,0,0,0,0,0,0,0,0,132,13.0,0,0,1
"Holtveien 25B, 1177 Oslo",11800000.0,0.0,302140.0,12102140.0,1258.33,Enebolig,Selveier,4,140.0,140,1,1984,G - rød,"Kjedet enebolig med garasje, usjenert hage og vestvendt beliggenhet. 4 soverom, 2 bad, stor stue og terrasse.",EIE eiendomsmegling,0,0,1,0,0,1,0,0,37,1.0,0,0,1
"Eltonveien 27, 0586 Oslo",11450000.0,0.0,301592.0,11751592.0,1397.08,Enebolig,Selveier,4,157.0,174,1,1974,G - oransje,"Innholdsrik kjedet enebolig med skjermet hage og solrik takterrasse | Kjellerstue, 4 sov og 2 bad | Garasje | Blindvei |",Nordvik,0,0,1,0,0,1,0,0,47,2.0,0,0,1
"Trygve Nilsens vei 31, 1061 Oslo",7500000.0,0.0,188842.0,7688842.0,1010.83,Enebolig,Selveier,4,147.0,160,3,1984,F - gul,Sjelden enebolig over 3 plan med med to solrike uteplasser|Vestvendt hage med veranda på ca. 13 m²|Garasje|4 p-plasser!,Ukjent,0,0,1,0,0,1,0,0,37,10.0,0,0,1
"Lørenveien 64 A, 0585 Oslo",3000000.0,2160000.0,9126.0,5169126.0,5169126.0,Leilighet,Andel,2,61.0,61,1,2018,C - mørkegrønn,Bør sees! - Lys og lekker 3-roms fra 2018 med stor terrasse og hagedel - God intern beliggenhet - Ingen dok. avg.,Krogsveen,0,0,0,0,0,1,0,0,3,22.0,0,1,0
"Bygdøy allé 55, 0265 Oslo",7400000.0,75597.0,188212.0,7663809.0,7663809.0,Leilighet,Selveier,2,79.0,79,2,1900,G - oransje,Strøken og vakker 3-roms selveier - Omfattende pusset opp 2013-2020 - Stukkatur/Rosett - Felles takterrasse og heis,Ukjent,0,0,0,1,0,0,0,0,121,2.0,0,0,1
"Ullagerveien 13, 0585 Oslo",4300000.0,1211.0,119062.0,4420273.0,4420273.0,Leilighet,Selveier,1,41.0,44,6,2017,C - mørkegrønn,"Lekker 2-roms toppleilighet fra 2017 - 10 kvm solrik, sydvestvendt balkong - Heis - Lave felleskost - Fjernvarme",Aktiv,1,0,0,1,0,0,0,1,4,22.0,0,0,1
"Langes gate 4, 0165 Oslo",3490000.0,88000.0,8032.0,3586032.0,3586032.0,Leilighet,Andel,1,36.0,36,3,1897,G - rød,"Attraktiv, lys og praktisk 2- roms i stille og rolige omgivelser/Perfekt førstegangskjøp/Takhøyde på 2,8m/Ingen dok. avg",Nordvik,0,0,0,0,0,0,0,0,124,1.0,0,1,0
"Underhaugsveien 11B, 0354 Oslo",7290000.0,17000.0,191690.0,7498690.0,7498690.0,Leilighet,Selveier,2,78.0,78,2,1939,F - oransje,Majorstuen | Stor 3-roms selveierleilighet med skjermet og attraktiv beliggenhet - Heis - Balkong - Fyring og vv. inkl.,EIE eiendomsmegling,1,0,0,1,0,0,0,0,82,7.0,0,0,1
"Trondheimsveien 139B, 0570 Oslo",6250000.0,0.0,165270.0,6415270.0,4329.0,Leilighet,Selveier,2,87.0,92,5,1938,F - oransje,Unik og kul fabrikkleilighet med X-faktor - Åpen og sosial planløsning - Takterrasse med RÅ utsikt - Heis - Garasjeleie.,EIE eiendomsmegling,0,1,1,1,0,0,0,0,83,7.0,0,0,1
"Gaustadveien 17A, 0372 Oslo",3190000.0,92000.0,15526.0,3297526.0,3297526.0,Leilighet,Andel,0,26.0,34,3,1955,E - oransje,"Tiltalende, arealeffektiv og lys toppleilighet med umiddelbar nærhet til marka -Solrik, vestv. balkong, 8 kvm -Vedkamin",Nordvik,1,0,0,0,0,0,0,1,66,11.0,0,1,0
"Bentsebrugata 17A, 0476 Oslo",6950000.0,0.0,176292.0,7126292.0,1853.0,Leilighet,Selveier,3,71.0,71,3,1959,F - rød,"Lekker 4-roms eierleilighet fra 2021 m/ heis, fransk balkong og solrik privat takterrasse på 18 kvm. Rett ved Akerselva.",Ukjent,1,0,0,1,0,0,0,0,62,6.0,0,0,1
"Eilert Sundts gate 27, 0259 Oslo",4990000.0,15868.0,134762.0,5140630.0,5140630.0,Leilighet,Selveier,2,44.0,44,4,1896,G - rød,Tiltalende og arealeffektiv 3R loftsleilighet i 4. etasje - Gulvareal på 58 kvm - Svært ettertraktet beliggenhet.,Nordvik,0,0,0,0,0,0,0,0,125,1.0,0,0,1
"Tåsen terrasse 4B, 0873 Oslo",15000000.0,0.0,376342.0,15376342.0,2500.0,Enebolig,Selveier,4,181.0,183,3,1994,F - oransje,Fin og innholdsrik enebolig |Solrike uteplasser |Carport og garasje |Innredet hybel |Barnevennlig område |Nymalt garasje,Ukjent,0,0,1,0,0,0,0,0,27,7.0,0,0,1
"Kurveien 9, 0495 Oslo",10950000.0,1784.0,282790.0,11234574.0,11234574.0,Leilighet,Selveier,3,140.0,140,1,1987,F - oransje,Nyoppusset og lekker terrasseleilighet i attraktivt sameie | Vestvendt med gode sol- og utsiktsforhold | Garasjeplass,EIE eiendomsmegling,0,1,1,0,0,0,0,0,34,7.0,0,0,1
"Vesteråsveien 36, 0382 Oslo",8800000.0,151254.0,225112.0,9176366.0,9176366.0,Leilighet,Selveier,3,136.0,136,2,1977,E - rød,"Tiltalende 4-roms endeleilighet på toppen av Ullernåsen. Solrik terrasse, fantastisk utsikt og garasjeplass m/EL!",Ukjent,0,1,1,0,0,0,0,0,44,10.0,0,0,1
"Skovveien 4, 0257 Oslo",7700000.0,2995.0,193917.0,7896912.0,7896912.0,Leilighet,Selveier,2,74.0,76,5,1992,E - rød,Nyoppusset 3-roms med gjennomgående planløsning. Høyt og fritt i 5. etg. Selvaag+ konsept. Garasjeplass i kjeller. Heis.,Krogsveen,0,0,1,1,0,0,0,0,29,10.0,0,0,1
"Markveien 38 A, 0554 Oslo",7250000.0,220012.0,8009.0,7478021.0,7478021.0,Leilighet,Andel,2,90.0,90,3,1896,F - oransje,"Delikat, klassisk 3-roms med god standard | 3,06 m takhøyde | Rosetter/stukkatur | Kjøkken 2019 | Bad 2017 | Peis",Schala & Partners,0,0,0,0,0,0,0,0,125,7.0,0,1,0
"Ravnkollbakken 81, 0971 Oslo",2850000.0,448000.0,15554.0,3313554.0,3313554.0,Leilighet,Andel,3,81.0,93,2,1970,F - rød,Tiltalende og gjennomgående 4-roms med innglasset balkong. Kjøkken fra 2016. Barnevennlig og markanært. Garasjeplass!,Ukjent,1,0,1,0,0,0,0,0,51,6.0,0,1,0
"Drammensveien 103 D og E, 0273 Oslo",45500000.0,0.0,1138878.0,46638878.0,1893.33,Enebolig,Selveier,9,380.0,677,1,1917,F - rød,"FROGNER/SKARPSNO: Herskapelig villaeiendom med fasjonabelt preg! Veranda, hage og balkong. Dobbelgarasje. Flott område.",BOA Eiendomsmegling,1,0,1,0,0,1,0,0,104,6.0,0,0,1
"Christian Krohgs gate 43 B, 0186 Oslo",3750000.0,1754971.0,8032.0,5513003.0,5513003.0,Leilighet,Andel,2,54.0,54,5,1922,G - rød,Nydelig 3-roms loftsleilighet med vestvendt takterrasse. Nytt kjøkken. Gulvareal 69 m².To felles takterrasser.,PrivatMegleren,0,0,0,0,0,0,0,0,99,1.0,0,1,0
"Arnljot Gellines vei 35, 0657 Oslo",4450000.0,448812.0,19520.0,4918332.0,4918332.0,Leilighet,Aksje,2,69.0,71,8,1960,E - lysegrønn,En aldeles herlig og moderne 3-r. hjørneleilighet i 8. etg. med solrik balkong og fjordutsikt! Heis. VV & fyring inkl.,PrivatMegleren,1,1,0,1,0,0,0,0,61,13.0,1,0,0
"Åsengata 32, 0480 Oslo",4900000.0,270955.0,8010.0,5178965.0,5178965.0,Leilighet,Andel,2,55.0,55,2,1932,F - mørkegrønn,"Stilren, lys og innbydende 3-roms - Vestvendt balkong - Fyring/V.V. inkl. - IN-ordning - Attraktiv beliggenhet!",EIE eiendomsmegling,1,0,0,0,0,0,0,0,89,8.0,0,1,0
"Oppsalstubben 6, 0685 Oslo",3990000.0,63000.0,8010.0,4061010.0,4061010.0,Leilighet,Andel,2,73.0,73,4,1956,G - mørkegrønn,Lys & fin 3-roms i 4. etg. m/ solrik balkong. V.V & fyring inkl. Bad 2010 i regi av BRL. Fibernett inkl. Parkering*,EIE eiendomsmegling,1,0,0,0,1,0,0,0,65,3.0,0,1,0
"Thorvald Meyers gate 85H, 0550 Oslo",4500000.0,60000.0,121520.0,4681520.0,4681520.0,Leilighet,Selveier,1,52.0,52,2,1892,F - oransje,Gjennomgående 2-roms selveier med godt potensial! Peisovn - Nyere balkong mot rolig bakgård. Lave felleskostnader!,EIE eiendomsmegling,1,0,0,0,0,0,0,0,129,7.0,0,0,1
"VIBES GATE 16 A, 0356 Oslo",7300000.0,114413.0,1132.0,7415545.0,7415545.0,Leilighet,Andel,2,75.0,75,2,1893,F - oransje,"Klassisk 3-roms med vestvendt balkong, generøs takhøyde og vedovn. Stukkatur/ rosett. Varmtvann inkl. Attr.beliggenhet!",Ukjent,1,0,0,0,0,0,0,0,128,7.0,0,1,0
"Osterhaus' gate 7B, 0183 Oslo",2900000.0,1775441.0,5164.0,4680605.0,4680605.0,Leilighet,Andel,2,54.0,54,3,1960,C - mørkegrønn,"Velholdt, oppusset 3-roms andelsleilighet. Kjøkken fra 2018. Balkong. Fransk Balkong. Heis. Ingen dok.avg!",Eiendomsmegler 1,1,0,0,1,0,0,0,0,61,22.0,0,1,0
"Ravnkollbakken 73, 0971 Oslo",3200000.0,448000.0,15504.0,3663504.0,3663504.0,Leilighet,Andel,2,83.0,97,8,1970,G - rød,Lys og meget romslig 3-roms toppleilighet med innglasset balkong - Pent kjøkken - Flott utsikt - Heis - Garasje,EIE eiendomsmegling,1,1,1,1,0,0,0,1,51,1.0,0,1,0
"Nordåssløyfa 25B, 1251 Oslo",4800000.0,169000.0,15554.0,4984554.0,4984554.0,Rekkehus,Andel,4,152.0,143,1,1982,E - lysegrønn,Pent rekkehus med 4 soverom og 2 bad. Gode uteområder. Sjøgløtt. Attraktiv og barnevennlig beliggenhet. Garasjeplass!,Ukjent,0,0,1,0,0,0,0,0,39,13.0,0,1,0
"Mellombølgen 74, 1157 Oslo",4000000.0,182000.0,15554.0,4197554.0,4197554.0,Leilighet,Andel,2,63.0,65,2,1956,E - rød,Flott endeleilighet i 2. etasje med vestvendt balkong og nyere bad fra 2013! Attraktiv beliggenhet. Like ved T-banen.,Ukjent,1,0,0,0,0,0,0,0,65,10.0,0,1,0
"Henrik Sørensens vei 43, 1065 Oslo",3350000.0,141000.0,8626.0,3499626.0,3499626.0,Leilighet,Andel,2,72.0,72,1,1973,D - rød,"Usjenert 3-roms i høy 1. etg. med kjøkken fra 2017, solrik balkong på 9,5 kvm, garasjeplass og Østmarka som nabo.",Ukjent,1,0,1,0,0,0,0,0,48,15.0,0,1,0
"Stockfleths gate 49, 0461 Oslo",4300000.0,109681.0,9532.0,4419213.0,4419213.0,Leilighet,Andel,1,54.0,54,2,1918,G - oransje,Hyggelig og lys 2-R hjørneleilighet i klassisk bygård fra 1920 - Høy standard - Stor og grønn bakgård - Peis,Aktiv,0,0,0,0,0,0,0,0,103,2.0,0,1,0
"Hjelms gate 7B, 0355 Oslo",7000000.0,332.0,184642.0,7184974.0,7184974.0,Leilighet,Selveier,3,71.0,71,4,1938,F - mørkegrønn,Nyrenovert (2021) og særdeles innbydende 4-roms selveier med fransk balkong. Heis. Parkeringsleie. Usjenert & rolig.,Nordvik,1,0,0,1,1,0,0,0,83,8.0,0,0,1
"Smestadhagan 6, 0376 Oslo",36000000.0,0.0,1042342.0,37042342.0,2892.42,Enebolig,Selveier,3,496.0,605,1,1919,G - mørkegrønn,"Vakker og herskapelig villa-Solrik tomt 1,5 mål-Dobbelgarasje m/innredet uetg m/egen inng.-Fjordutsikt- Sjelden eiendom!",Nordvik,0,1,1,0,0,0,0,0,102,3.0,0,0,1
"Sandstuveien 26 D, 1178 Oslo",11500000.0,0.0,299070.0,11799070.0,1500.0,Rekkehus,Selveier,3,122.0,124,1,1956,G - oransje,"Oppgradert enderekkehus med solrike uteplasser, fantastisk utsikt og garasjeplass |Mulighet for hybeldel i kjeller",PrivatMegleren,0,1,1,0,0,0,0,0,65,2.0,0,0,1
"Løvenskiolds gate 19 B, 0260 Oslo",7390000.0,1124.0,202812.0,7593936.0,7593936.0,Leilighet,Selveier,2,70.0,70,2,1938,F - mørkegrønn,Strøken 3-roms funkisperle med solrik balkong | Betydelig påkostet i 2019 | Peis | Attraktiv beliggenhet,PrivatMegleren,1,0,0,0,0,0,0,0,83,8.0,0,0,1
"Vøyensvingen 16D, 0458 Oslo",3400000.0,288553.0,8032.0,3696585.0,3696585.0,Leilighet,Andel,1,29.0,29,2,1953,G - gul,Pen 2-roms andel med balkong i frodig område - Varmtvann og TV/Inett inkl. - Ingen dok.avgift - Perfekt førstegangskjøp!,PrivatMegleren,1,0,0,0,0,0,0,0,68,5.0,0,1,0
"Fallanveien 30B, 0495 Oslo",7100000.0,0.0,178842.0,7278842.0,3878.0,Leilighet,Selveier,3,99.0,99,6,1974,F - rød,"Romslig 4-roms selveier med vestvendt terrasse med mye sol, garasjeplass og god planløsning - Heis - Oppussingsbehov",Krogsveen,0,0,1,1,0,0,0,0,47,6.0,0,0,1
"Eugenies gate 4, 0168 Oslo",2650000.0,23134.0,68198.0,2741332.0,2741332.0,Leilighet,Selveier,1,22.0,22,1,1972,E - rød,BISLETT: Fin selveierleilighet. Perfekt førstegangskjøp. Enkelt å leie ut. Oppusset 2021. Parkeringsleie*.,BOA Eiendomsmegling,0,0,0,0,1,0,0,0,49,10.0,0,0,1
"Uelands gate 46, 0456 Oslo",5300000.0,189000.0,1132.0,5490132.0,5490132.0,Leilighet,Andel,2,70.0,71,2,1926,G - oransje,"En romslig, lys og attraktiv andelsleilighet med sentral og populær beliggenhet - Peis - 3 boder - Ingen forkjøpsrett",Ukjent,0,0,0,0,0,0,0,0,95,2.0,0,1,0
"Furuset allé 29, 1053 Oslo",9290000.0,0.0,20124.0,9310124.0,3242.0,Tomannsbolig,Selveier,6,216.0,220,1,2020,C - oransje,Innholdsrik halvpart av tomannsbolig fra 2020 med hybel i kjeller - 6 soverom - Garasje i lukket anlegg - Fine uteområde,Eiendomsmegler 1,0,0,1,0,0,0,0,0,1,21.0,0,0,1
"Pilestredet Park 20, 0176 Oslo",7200000.0,0.0,189642.0,7389642.0,3146.0,Leilighet,Selveier,2,71.0,71,1,2006,C - mørkegrønn,"Romslig, pen og lys 3-roms med stor, sydvestvendt markterrasse på 13 m2. - Takhøyde på 2,85 m. - Felles takterrasse",Nordvik,0,0,0,0,0,0,0,0,15,22.0,0,0,1
"Lørenvangen 38, 0585 Oslo",6850000.0,0.0,180892.0,7030892.0,4239.0,Leilighet,Selveier,2,84.0,84,3,2016,B - mørkegrønn,Lekker 3(4)-roms i 3. etasje med 2 solrike balkonger - Flott utsyn - Heis - Garasjeplass m/ el-lader - Moderne bygg,Nordvik,1,0,1,1,0,0,0,0,5,27.0,0,0,1
"Benneches gate 1, 0169 Oslo",7600000.0,39434.0,12400.0,7651834.0,7651834.0,Leilighet,Aksje,2,110.0,110,2,1929,F - oransje,Lekker leilighet over to plan med bad og kjøkken fra 2020. Peis. Ingen dok.avgift. Parkering*. Rolig beliggenhet.,PrivatMegleren,0,0,0,0,1,0,0,0,92,7.0,1,0,0
"Magnus' gate 6, 0650 Oslo",6490000.0,75382.0,177662.0,6743044.0,6743044.0,Leilighet,Selveier,2,96.0,96,1,1990,E - rød,Unik og stor hjørneleilighet med to solrike balkonger - Bad fra 2021 - Utviklingspotensial eller flytt rett inn.,Aktiv,1,0,0,0,0,0,0,0,31,10.0,0,0,1
"Vetlandsveien 63A, 0685 Oslo",3590000.0,31000.0,8658.0,3629658.0,3629658.0,Leilighet,Andel,1,56.0,56,4,1958,G - lysegrønn,Flytt rett inn i en pen og delikat 2-roms m/vestvendt balkong på 9 m²: V. vann og fyring inkl. Sentralt og nær marka!,Eiendomsmegler 1,1,0,0,0,0,0,1,0,63,4.0,0,1,0
"Fredensborgveien 24B, 0177 Oslo",4700000.0,420000.0,1132.0,5121132.0,5121132.0,Leilighet,Andel,1,48.0,49,1,2021,C - mørkegrønn,Helt ny 2-roms leilighet. Gulvvarme. God takhøyde. Høy standard. Flotte uteområder. Meget sentral beliggenhet.,Ukjent,0,0,0,0,0,0,0,0,0,22.0,0,1,0
"Waldemars hage 3, 0171 Oslo",6190000.0,13081.0,164712.0,6367793.0,6367793.0,Leilighet,Selveier,2,62.0,62,4,2006,C - mørkegrønn,"Lys og lekker 3-roms med herlig utsikt mot Akerselva - Romslig balkong - Heis - Skjermet og rolig, midt i byen!",Nordvik,1,1,0,1,0,0,0,0,15,22.0,0,0,1
"Solskinnskroken 15A, 0374 Oslo",5990000.0,2441.0,151142.0,6143583.0,6143583.0,Leilighet,Selveier,2,67.0,67,1,1996,D - oransje,"FASTPRIS FØRSTEMANN TIL MØLLA! Attraktiv 3(4)-roms m/terrasse, hage, parkeringsplass m/el-bil lader- Blindvei og solrikt",Nordvik,0,0,0,0,1,1,0,0,25,16.0,0,0,1
"Hauketoveien 10, 1266 Oslo",3750000.0,148930.0,98828.0,3997758.0,3997758.0,Leilighet,Selveier,1,67.0,67,4,1988,D - mørkegrønn,"HAUKETO: Lys & luftig 2(3)-roms selveier - Livsløpsstandard - Heis - Vestvendt balkong m/ utsikt - Utleid 14.000,-/mnd",BOA Eiendomsmegling,1,1,0,1,0,0,0,0,33,17.0,0,0,1
"Lysehagan 50, 0383 Oslo",4600000.0,275000.0,15526.0,4890526.0,4890526.0,Leilighet,Andel,2,76.0,76,2,1989,E - rød,ULLERN: Stor 3roms- Garasje - Heis - Over 50 år- Trappefritt - Frodig utsyn - Modernisering -Solrik Balkong -Nær Marka,Nordvik,1,0,1,1,0,0,0,0,32,10.0,0,1,0
"Gaupefaret 20, 0773 Oslo",4200000.0,139025.0,116570.0,4455595.0,4455595.0,Leilighet,Selveier,2,56.0,65,3,1953,G - rød,"Gjennomgående 3-roms toppleilighet. Vestvendt, innglasset balkong og garasjeplass. Behov for modernisering/oppussing.",PrivatMegleren,1,0,1,0,0,0,0,1,68,1.0,0,0,1
"Selma Ellefsens vei 3 D, 0581 Oslo",2020000.0,1883000.0,15554.0,3918554.0,3918554.0,Leilighet,Andel,1,39.0,42,1,2021,D - mørkegrønn,Strøken og helt ny 2-roms fra 2021 m/ terrasse på hele 13 kvm |Trappefri adkomst |Felles takterrasse |Flytt rett inn!,PrivatMegleren,0,0,0,0,0,0,0,0,0,17.0,0,1,0
"Aslaug Vaas veg 5D, 0786 Oslo",18950000.0,0.0,489092.0,19439092.0,1279.33,Enebolig,Selveier,4,189.0,218,1,2014,B - oransje,Arkitekttegnet funkisbolig med høy standard -Dobbelgarasje -Fantastisk utsikt og solforhold -Underetasje m/ egen inngang,Nordvik,0,1,1,0,0,0,0,0,7,26.0,0,0,1
"Stavangergata 46A, 0467 Oslo",2390000.0,213761.0,8454.0,2612215.0,2612215.0,Leilighet,Andel,0,18.0,18,5,1954,E - mørkegrønn,"Pen og lys 1-R med god standard, flott utsikt og etterspurt beliggenhet|Bad fra 14 & kjøkken fra 17|Felles takterrasser",Notar,0,1,0,0,0,0,0,0,67,12.0,0,1,0
"Rosteds gate 12, 0178 Oslo",4690000.0,3461.0,126340.0,4819802.0,4819802.0,Leilighet,Selveier,1,51.0,51,5,1987,E - rød,FREDENSBORG - Meget sentralt beliggende 2 roms leilighet med solrik sydvendt balkong. 5. etg. med heis. Garasje*,EIE eiendomsmegling,1,0,1,1,0,0,1,0,34,10.0,0,0,1
"Kurlandstien 54, 1052 Oslo",3190000.0,146000.0,15554.0,3351554.0,3351554.0,Leilighet,Andel,2,80.0,80,1,1979,E - rød,"Lys, gjennomgående og romslig 3-roms med stor markterrasse og balkong. Meget barnevennlig. Garasje. Moderniseringsbehov!",Ukjent,1,0,1,0,0,0,0,0,42,10.0,0,1,0
"Sørengkaia 116, 0194 Oslo",10000000.0,12064.0,261870.0,10273934.0,10273934.0,Leilighet,Selveier,2,88.0,88,4,2015,C - mørkegrønn,Lekker 3-roms med balkong og fantastisk sjøutsikt. Heis. Felles takterrasse. Flott beliggenhet langs bryggekanten.,PrivatMegleren,1,1,0,1,0,0,0,0,6,22.0,0,0,1
"Rosteds gate 2A, 0178 Oslo",6990000.0,0.0,176092.0,7166092.0,4000.0,Leilighet,Selveier,2,87.0,87,4,1881,D - rød,Ny og eksklusiv designer loftsleilighet fra 2021 med takterasse! Gulvareal 96 kvm - Ekstra takhøyde - 2 soverom - Peis,Nordvik,0,0,0,0,0,0,0,0,140,15.0,0,0,1
"Nydalen allé 29, 0484 Oslo",8290000.0,0.0,208592.0,8498592.0,4477.0,Leilighet,Selveier,3,86.0,86,1,2007,F - gul,Påkostet & strøken 4(5)-r med solrik privat uteplass - Nyere bygg - Vv./fyr inkl. - Skjermet & rolig - Gode p-muligheter,Nordvik,0,0,0,0,0,0,0,0,14,10.0,0,0,1
"Evald Ryghs gate 16A, 0173 Oslo",6900000.0,0.0,19520.0,6919520.0,4208.0,Leilighet,Aksje,2,82.0,83,2,1930,F - rød,"Innbydende, lys og gjennomgående 3(4)-roms med sydvestvendt balkong på 4,5 m² - Attraktivt og trafikkstille område",Nordvik,1,0,0,0,0,0,0,0,91,6.0,1,0,0
"Årvollveien 58V, 0590 Oslo",5600000.0,3681.0,141442.0,5745123.0,5745123.0,Leilighet,Selveier,2,76.0,76,2,2005,E - rød,"VED FOTEN AV GREFSENKLEIVA! Lekker 3(4)-roms m/ vestvendt balkong på 8 kvm, heis og garasjeplass med elbil-lader.",Krogsveen,1,0,1,1,0,0,0,0,16,10.0,0,0,1
"Østensjø Terrasse 3B, 0686 Oslo",12500000.0,0.0,313842.0,12813842.0,1636.25,Enebolig,Selveier,4,226.0,253,3,1965,G - rød,Hel horisontaldelt tomannsbolig - Fantastisk utsikt over Østensjøvannet - 3 garasjeplasser - Moderniseringsbehov,Krogsveen,0,1,1,0,0,0,0,0,56,1.0,0,0,1
"Bjerregaards gate 19, 0172 Oslo",3250000.0,368000.0,5432.0,3623432.0,3623432.0,Leilighet,Andel,2,38.0,30,2,1960,D - mørkegrønn,Rålekker leilighet med nytt bad og balkong midt på St.Hanshaugen! Kort vei til UiO og OsloMet! Fyring Ink -Ingen Dok.avg,Proaktiv Eiendomsmegling,1,0,0,0,0,0,0,0,61,17.0,0,1,0
"Dalssvingen 19A, 1285 Oslo",3940000.0,0.0,114170.0,4054170.0,0.0,Tomannsbolig,Selveier,3,80.0,84,1,1991,E - rød,Pen 1/2-part av tomannsbolig i et veletablert boområde - Egen hage - Pent kjøkken og bad - Garasje og p-plass,PrivatMegleren,0,0,1,0,0,1,0,0,30,10.0,0,0,1
"Gøteborggata 16, 0566 Oslo",7990000.0,0.0,211292.0,8201292.0,2138.0,Leilighet,Selveier,3,77.0,80,4,2013,B - mørkegrønn,Rålekker og påkostet 4-roms med vestvendt og solrik balkong og garasjeplass m. ladepunkt - Renovert 2020/21,PrivatMegleren,1,0,1,0,0,0,0,0,8,27.0,0,0,1
"Ullevålsveien 81, 0454 Oslo",6950000.0,148000.0,19248.0,7117248.0,7117248.0,Leilighet,Aksje,4,95.0,95,1,1950,F - rød,Adamstuen: Stor og gjennomgående 4-roms leilighet med 3 soverom og god planløsning. Ikke dok. avgift eller forkjøpsrett.,Aktiv,0,0,0,0,0,0,0,0,71,6.0,1,0,0
"Professor Dahls gate 16, 0355 Oslo",4390000.0,38320.0,12015.0,4440335.0,4440335.0,Leilighet,Aksje,1,41.0,41,4,1933,F - mørkegrønn,"Moderne og sentralt beliggende 2-roms leilighet. Bad fra 2020, overflatebehandlet 2019 og nyere kjøkkeninnredning.",PrivatMegleren,0,0,0,0,0,0,1,0,88,8.0,1,0,0
"Tante Ulrikkes vei 44B, 0984 Oslo",2800000.0,234569.0,8614.0,3043183.0,3043183.0,Leilighet,Andel,2,69.0,79,5,1969,F - rød,Lys og trivelig 3-roms med innglasset balkong - God utsikt - Garasjeplass - Heis - Vv - Sentralt,Eiendomsmegler 1,1,1,1,1,0,0,1,0,52,6.0,0,1,0
"Sofienberggata 61 C, 0563 Oslo",5400000.0,171000.0,9485.0,5580485.0,5580485.0,Leilighet,Aksje,2,73.0,73,4,1946,G - mørkegrønn,Lys og gjennomgående 3-roms med stor vestvendt balkong. Skjermet beliggenhet. Arealeffektiv planløsning. Fyr/v.v inkl.,Krogsveen,1,0,0,0,0,0,0,0,75,3.0,1,0,0
"Nordstjerneveien 8, 0494 Oslo",5300000.0,194837.0,8032.0,5502869.0,5502869.0,Leilighet,Andel,2,67.0,67,2,1953,G - oransje,"Lys og innbydende 3-roms med ballkong, i rolig og markanært område. Nyere bad og kjøkken. Peisovn. Sjeldent god bodplass",Aktiv,0,0,0,0,0,0,0,0,68,2.0,0,1,0
"Konows gate 15F, 0196 Oslo",3200000.0,778000.0,1132.0,3979132.0,3979132.0,Leilighet,Andel,1,44.0,44,2,2006,D - rød,"Delikat og gjennomgående 2-roms med god standard| Egen inngang, fransk balkong og bod|Lave omk. og ingen forkjøpsrett",Ukjent,1,0,0,0,0,0,0,0,15,15.0,0,1,0
"Operagata 75A, 0194 Oslo",8950000.0,0.0,224920.0,9174920.0,3136.0,Leilighet,Selveier,2,71.0,75,5,2020,C - mørkegrønn,Fantastisk 3-roms i Vannkunsten | Meget høy standard | Svært effektiv planløsning | Mulighet for rask overtakelse,Røisland & Co Eiendomsmegling AS,0,0,0,0,0,0,0,0,1,22.0,0,0,1
"Karenslyst allé 50, 0279 Oslo",7500000.0,0.0,8626.0,7508626.0,3808.0,Leilighet,Andel,2,73.0,85,1,2008,D - mørkegrønn,Lys gjennomgående 3-roms - Innglasset terrasse - Garasjeplass - Stor felles takterrasse med direkte heis.,DNB Eiendom,0,0,1,1,0,0,0,0,13,17.0,0,1,0
"Trosterudveien 36C, 0778 Oslo",17250000.0,0.0,446892.0,17696892.0,1763.5,Enebolig,Selveier,4,250.0,250,1,1990,E - rød,Stor enebolig (250 kvm BRA) med super beliggenhet - Garasje og carport - Kjeller med egen inngang - Nærhet til marka,Sem & Johnsen,0,0,1,0,0,0,0,0,31,10.0,0,0,1
"Østerliveien 43B, 1153 Oslo",4500000.0,298167.0,131520.0,4929687.0,4929687.0,Leilighet,Selveier,2,68.0,68,3,1956,G - mørkegrønn,"Flott 3-roms selveier, toppleilighet med sydvestvendt balkong og populær beliggenhet | Fyring, V.V. inkl. i husleien",PrivatMegleren,1,0,0,0,0,0,0,1,65,3.0,0,0,1
"Akersveien 18, 0177 Oslo",5300000.0,0.0,0.0,5432500.0,2303.0,Leilighet,Selveier,1,46.0,47,1,2021,C - rød,Salg av kontraktsposisjon | Ny 2-roms selveier med privat uteplass | Ferdigstillelse i desember 2021 |,Sem & Johnsen,0,0,0,0,0,0,0,0,0,20.0,0,0,1
"Refstad allé 22, 0586 Oslo",3880000.0,99990.0,9126.0,3989116.0,3989116.0,Leilighet,Andel,3,70.0,70,4,1955,E - lysegrønn,Attraktiv og arealeffektiv 4-roms toppleilighet med solrik balkong. V.vann/fyring/tv/internett inkl i felleskost.,Krogsveen,1,0,0,0,0,0,0,1,66,13.0,0,1,0
