Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Beskrivelse,Eiendomsmegler,balkong,utsikt,garasje,heis,parkering,hage,sentrum,toppleilighet,Alder,Energimerking_encoded,Aksje,Andel,Selveier
"Hertzbergs gate 3A, 0360 Oslo",5750000.0,26000.0,145092.0,5921092.0,5921092.0,Leilighet,Selveier,2,57.0,58,3,1937,G - mørkegrønn,"Tiltalende 3-r hjørneleilighet i 3. etg. - Herlig beliggenhet med nærhet til ""alt"" - Balkong - Kamin - Vv/fyr inkl.",Krogsveen,1,0,0,0,0,0,0,0,84,3.0,0,0,1
"Dalssvingen 14 E, 1285 Oslo",5950000.0,66026.0,159178.0,6175204.0,6175204.0,Rekkehus,Selveier,3,115.0,120,1,2013,A - gul,DAL/BRENNA: Funkis enderekkehus fra 2013. Familievennlig planløsning o/2 plan. Garasjeplass. Rett v/Østmarka,BOA Eiendomsmegling,0,0,1,0,0,0,0,0,8,31.0,0,0,1
"Løvenskiolds gate 14, 0260 Oslo",4300000.0,38721.0,108842.0,4447563.0,4447563.0,Leilighet,Selveier,1,46.0,46,1,1907,G - rød,Frogner/Briskeby - 2-roms selveier over 2 plan med meget attraktiv og sentral beliggenhet.God takhøyde. Lave felleskost.,DNB Eiendom,0,0,0,0,0,0,0,0,114,1.0,0,0,1
"Lillebergveien 10, 0662 Oslo",4800000.0,102239.0,9126.0,4911365.0,4911365.0,Leilighet,Andel,2,62.0,64,2,1953,F - rød,Lekker 3-R - Sydvestv. balkong - Fantastisk beliggenhet m. utsikt & gjennomgåend planløs. - Omkranset av grønne områder,Krogsveen,1,1,0,0,0,0,0,0,68,6.0,0,1,0
"Kristins vei 24, 0669 Oslo",3200000.0,215000.0,15554.0,3430554.0,3430554.0,Leilighet,Andel,1,44.0,48,2,1965,G - rød,Flott 2-roms leilighet - Delikat bad/wc fra 2020 - Balkong på ca. 8 m² med flott utsikt - Nær kjøpesenter og T-bane,Ukjent,1,1,0,0,0,0,0,0,56,1.0,0,1,0
"Tuengen allé 1A, 0374 Oslo",28000000.0,0.0,708270.0,28708270.0,6380.0,Leilighet,Selveier,3,156.0,156,2,2021,A - lysegrønn,Vinderen - Ny eksklusiv toppleilighet - Privat balkong og takterrasse - Peis - Heis - 2 garasjeplasser,Advokat Ek,1,0,1,1,0,0,0,1,0,30.0,0,0,1
"Helleveien 8A, 0774 Oslo",34000000.0,0.0,865642.0,34865642.0,5500.0,Leilighet,Selveier,4,192.0,192,1,2020,B - lysegrønn,VINDEREN - Påkostet og lekker utsiktsleilighet over to plan-Garasje|Heis|To separate innganger|4 soverom| BUD MOTTAS!,Ukjent,0,1,1,1,0,0,0,0,1,28.0,0,0,1
"Holtegata 32, 0355 Oslo",8750000.0,0.0,220092.0,8970092.0,2736.0,Leilighet,Selveier,2,114.0,114,5,1890,F - oransje,Lekker og stor toppleilighet med høy standard - Felles takterrasse - Peis - HTH kjøkken - Lave felleskost. -God takhøyde,Nordvik,0,0,0,0,0,0,0,1,131,7.0,0,0,1
"Lindebergåsen 17, 1071 Oslo",4100000.0,173000.0,15526.0,4288526.0,4288526.0,Leilighet,Andel,3,96.0,112,1,1979,E - rød,Romslig og gjennomgående 4-roms endeleilighet - vinterhage og stor uteplass - bad fra 2015- garasje - nærhet til marka,Aktiv,0,0,1,0,0,1,0,0,42,10.0,0,1,0
"Lambrechts gate 8, 0262 Oslo",19900000.0,333517.0,517362.0,20750879.0,20750879.0,Leilighet,Selveier,3,208.0,208,2,1890,G - gul,"Nyoppusset i 21! Eksklusiv leilighet i flott, historisk bygård - Et drømmehjem på hele 208 m² inkl. utleiedel på 55 m²",Aktiv,0,0,0,0,0,0,0,0,131,5.0,0,0,1
"Th. Kittelsens vei 26, 0379 Oslo",13250000.0,0.0,93342.0,13343342.0,0.0,Tomannsbolig,Selveier,5,143.0,180,1,2021,F - mørkegrønn,Abbedikollen - Attraktiv halvpart tomannsbolig under oppføring - Garasje - Egen inngang i kjeller -Overtagelse 4. kv.21,Nordvik,0,0,1,0,0,0,0,0,0,8.0,0,0,1
"Amtmann Meinichs gate 20C, 0482 Oslo",3950000.0,191210.0,9163.0,4150373.0,4150373.0,Leilighet,Aksje,1,51.0,51,4,1939,F - mørkegrønn,"Rå-stilig 2-roms med 4,5kvm balkong! Kjøkken fra 2020. Fyring og varmt vann inkl. - Nær BI.",Ukjent,1,0,0,0,0,0,0,0,82,8.0,1,0,0
"Rubina Ranas gate 5, 0190 Oslo",4650000.0,0.0,8032.0,4658032.0,3241.0,Leilighet,Andel,2,50.0,50,6,2006,D - mørkegrønn,"Vakker og moderne 3-roms hjørneleilighet - Stor, solrik balkong - Kjøkken fra 2016 - 6.etg m/heis - V.Vann & Fyring inkl",Aktiv,1,0,0,1,0,0,0,0,15,17.0,0,1,0
"Gamle Hovsetervei 2D, 0768 Oslo",3900000.0,43000.0,98842.0,4041842.0,4041842.0,Leilighet,Selveier,1,55.0,55,3,1991,E - rød,Lys og herlig 2-roms hjørneleilighet med balkong - Heis - Garasje med lader - T-bane rett ved - Tv og internett inkl.,Krogsveen,1,0,1,1,0,0,0,0,30,10.0,0,0,1
"Suhms gate 34, 0362 Oslo",15500000.0,0.0,397142.0,15897142.0,7189.0,Leilighet,Selveier,3,121.0,121,1,2003,D - mørkegrønn,Særpreget townhouseleilighet over to plan med solrik terrasse og hagedel - Heis - Garasje - Usjenert - Barnevennlig,Nordvik,0,0,1,1,0,1,0,0,18,17.0,0,0,1
"Ulvenveien 125C, 0665 Oslo",3840000.0,534000.0,112370.0,4486370.0,4486370.0,Leilighet,Selveier,2,77.0,79,4,1981,E - rød,Lekker 3-roms over 2 plan - Stor terrasse uten innsyn - Kjøkken 2015 - Garasjeplass - INordning - God intern beliggenhet,EIE eiendomsmegling,0,0,1,0,0,0,0,0,40,10.0,0,0,1
"Kjelsåsveien 49L, 0488 Oslo",7990000.0,0.0,201124.0,8191124.0,3674.0,Leilighet,Selveier,2,77.0,77,2,2014,C - rød,Meget lys og pen 3(4)-romsleilighet. Høy standard. Solrik balkong. Garasjeplass m/EL. 2 bad. Heis. Svært barnevennlig,Eiendomsmegler 1,1,0,1,1,0,0,0,0,7,20.0,0,0,1
"Midtveien 11C, 0583 Oslo",12500000.0,0.0,313085.0,12813085.0,1500.0,Enebolig,Selveier,5,175.0,209,3,2017,B - oransje,"Attraktiv enebolig fra 2017 | Utleid hybeldel | Dobbelgarasje | Høy standard | Leie kr 12.500,-/mnd",Krogsveen,0,0,1,0,0,0,0,0,4,26.0,0,0,1
"Stensgata 38B, 0358 Oslo",7650000.0,61360.0,202412.0,7913772.0,7913772.0,Leilighet,Selveier,2,74.0,74,3,1941,G - mørkegrønn,"Nyoppusset(2021), lekker og moderne 3-roms selveier på Adamstuen med sydvendt balkong. V.vann og fyring inkl. Parkering*",Nordvik,1,0,0,0,1,0,0,0,80,3.0,0,0,1
"Mor Go'hjertas vei 23, 0469 Oslo",2575000.0,723707.0,8032.0,3306739.0,3306739.0,Leilighet,Andel,1,23.0,23,4,1948,F - mørkegrønn,"Delikat og lys 2-roms med vestvendt balkong - Heis - Oppvarming, VV, TV og internett inkl. - Rolige og grønne omgivelser",Aktiv,1,0,0,1,0,0,0,0,73,8.0,0,1,0
"Mina Beiteplukksvei 121, 1272 Oslo",6150000.0,0.0,155092.0,6305092.0,900.5,Enebolig,Selveier,3,119.0,153,2,2005,E - mørkegrønn,MÅ SEES! Meget sjarmerende og lekker enebolig i kjede fra 2005 - God standard! - Flotte uteplasser - Vannbåren varme,Ukjent,0,0,0,0,0,0,0,0,16,12.0,0,0,1
"Rosenborggata 12, 0356 Oslo",3390000.0,193000.0,1132.0,3584132.0,3584132.0,Leilighet,Andel,1,37.0,37,2,1895,G - rød,"Lekker og arealeffektiv 1-roms med skjermet alkove. Generøs takhøyde, rolig beliggenhet og lave omkost. Heis og in-ord",Ukjent,0,0,0,1,0,0,0,0,126,1.0,0,1,0
"Grüners gate 12A, 0552 Oslo",4680000.0,184125.0,122942.0,4987067.0,4987067.0,Leilighet,Selveier,2,40.0,40,4,1874,G - rød,"Nydelig og velholdt 2(3)-roms loftsleilighet med privat takterrasse, peis og god takhøyde. 52 kvm gulvareal.",Nordvik,0,0,0,0,0,0,0,0,147,1.0,0,0,1
"Frysjaveien 5, 0883 Oslo",4990000.0,302000.0,133642.0,5425642.0,5425642.0,Leilighet,Selveier,2,68.0,68,2,1968,C - oransje,Sjarmerende 3-roms med fantastisk utsikt |Nytt bad 2019| Parkeringsplass i garasje| Naturnær beliggenhet på Frysja,Ukjent,0,1,1,0,1,0,0,0,53,21.0,0,0,1
"Schønings gate 26, 0362 Oslo",6950000.0,0.0,185320.0,7135320.0,3518.0,Leilighet,Selveier,2,79.0,79,5,1936,G - mørkegrønn,"Beste Majorstuen - Gjennomgående og attraktiv 3-roms m/balkong, peis og separat kjøkken. Fyring og v.vann inkludert",PrivatMegleren,1,0,0,0,0,0,0,0,85,3.0,0,0,1
"Dælenenggata 14C, 0567 Oslo",3990000.0,50146.0,15482.0,4055628.0,4055628.0,Leilighet,Andel,1,43.0,43,5,1939,G - mørkegrønn,"Innbydende & svært påkostet 2-roms topp- & endeleilighet. Betydelig oppgradert i 2019. Vv, fyring, Tv og internett inkl.",Aktiv,0,0,0,0,0,0,0,0,82,3.0,0,1,0
"Bernt Ankers gate 23, 0183 Oslo",6190000.0,0.0,8060.0,6198060.0,4612.0,Leilighet,Andel,3,89.0,89,5,1875,E - gul,Nyoppusset og fresh 4/5-roms loftsleilighet med 115 kvm gulvareal - To bad - *Hybeldel - Ingen dok. avgift,PrivatMegleren,0,0,0,0,0,0,0,0,146,14.0,0,1,0
"Dalehaugen 2, 0657 Oslo",3775000.0,362341.0,1132.0,4138473.0,4138473.0,Leilighet,Andel,1,58.0,58,5,1999,D - rød,"Delikat 2-roms toppleilighet med solrik utsiktsbalkong, heisadkomst og flott kjøkken fra 2019. Ingen forkjøpsrett!",Ukjent,1,1,0,1,0,0,0,1,22,15.0,0,1,0
"Bryggegata 22, 0250 Oslo",10490000.0,1714.0,271290.0,10763004.0,10763004.0,Leilighet,Selveier,2,97.0,100,9,1994,D - lysegrønn,"Aker Brygge | Sjelden 3-R leilighet på hele 97 kvm i 9. etg. Med to bad, stor balkong og svært ettertraktet beliggenhet",EIE eiendomsmegling,1,0,0,0,0,0,0,0,27,18.0,0,0,1
"BRATTVOLLVEIEN 20A, 1164 Oslo",6250000.0,0.0,157624.0,6407624.0,3400.0,Leilighet,Selveier,3,95.0,95,2,1951,G - oransje,Stor 4-roms familieleilighet med solrik terrasse og felles hage - totalrenovert 2018 - garasje - Munkerud skole 2 min!,Eiendomsmegler 1,0,0,1,0,0,1,0,0,70,2.0,0,0,1
"Gøteborggata 16, 0566 Oslo",7290000.0,0.0,191892.0,7481892.0,2222.0,Leilighet,Selveier,3,81.0,84,2,2013,B - mørkegrønn,Flott & romslig 4-roms med balkong & garasjeplass - Heis - Meget god planløsning - Fjernvarme og varmtvann inkl,Nordvik,1,0,1,1,0,0,0,0,8,27.0,0,0,1
"Ekebergveien 279, 1166 Oslo",15600000.0,0.0,405670.0,16005670.0,0.0,Tomannsbolig,Selveier,5,284.0,364,1,1922,G - oransje,"Velholdt, hel tomannsbolig med to enheter (262+78 m² BRA) + garasje og carport - Utleiemulighet på ca. 20.000,- pr.mnd",PrivatMegleren,0,0,1,0,0,0,0,0,99,2.0,0,0,1
"Colletts gate 60E, 0456 Oslo",4700000.0,89647.0,1132.0,4790779.0,4790779.0,Leilighet,Andel,1,62.0,62,2,1929,F - oransje,"Lys, romslig 2-roms med flott utsyn. Peis. Idyllisk og prisbelønnet bakgård. Attraktiv beliggenhet. Lave omkostninger",Aktiv,0,0,0,0,0,0,0,0,92,7.0,0,1,0
"Christian Michelsens gate 1 A, 0568 Oslo",5590000.0,248279.0,157612.0,5995891.0,5995891.0,Leilighet,Selveier,4,80.0,81,2,1936,F - mørkegrønn,"Lys, moderne & gjennomgående 5-R betydelig oppgradert i 2014. Vv, fyring, Tv- og internett inkl. Perfekt utleieobjekt!",Aktiv,0,0,0,0,0,0,0,0,85,8.0,0,0,1
"Skogfaret 23, 0382 Oslo",28000000.0,0.0,701342.0,28701342.0,1433.58,Enebolig,Selveier,8,190.0,220,1,1956,E - gul,"Innholdsrik enebolig over to plan. Solrik tomt på hele 1666,2 kvm. Ettertraktet beliggenhet. Dobbelgarasje. Oppussing.",Ukjent,0,0,1,0,0,0,0,0,65,14.0,0,0,1
"Økern Torgvei 16, 0580 Oslo",5350000.0,0.0,135092.0,5485092.0,2707.0,Leilighet,Selveier,2,69.0,69,4,2016,D - mørkegrønn,Stor og flott 3(4)-roms selveier hjørneleilighet fra 2016 - Solrik balkong med fin utsikt - Garasjeplass m/ el-billader,Krogsveen,1,1,1,0,0,0,0,0,5,17.0,0,0,1
"Gustav Vigelands vei 9A, 0274 Oslo",9950000.0,41395.0,259412.0,10250807.0,10250807.0,Leilighet,Selveier,3,132.0,133,1,1943,D - oransje,Leilighet over 2 plan m/ balkong og adkomst til hage. Tilbaketrukket og attraktiv beliggenhet. Sentralt. Modernisering.,Nordvik,1,0,0,0,0,1,1,0,78,16.0,0,0,1
"Pilestredet Park 23, 0176 Oslo",9850000.0,0.0,259570.0,10109570.0,4808.0,Leilighet,Selveier,3,94.0,98,1,2003,E - mørkegrønn,"Terrasseidyll i Pilestredet Park - Stor 3(4)-roms med 22 kvm terrasse, utleiedel(9 500,- pr. mnd). Garasjeplass med EL.",PrivatMegleren,0,0,1,0,0,0,0,0,18,12.0,0,0,1
"Thurmanns gate 7, 0461 Oslo",3790000.0,94948.0,5432.0,3890380.0,3890380.0,Leilighet,Andel,1,40.0,44,4,1925,G - rød,Rålekker toppleilighet i attraktiv bygård - Solrik balkong - Flott baderom - Lave felleskostnader - Ingen forkjøpsrett,Proaktiv Eiendomsmegling,1,0,0,0,0,0,0,1,96,1.0,0,1,0
"Vossegata 46D, 0475 Oslo",4750000.0,207000.0,8656.0,4965656.0,4965656.0,Leilighet,Andel,2,64.0,64,3,1960,E - rød,"Flott oppussingsobjekt m/stort potensiale! Balkong på 5,5 kvm - Ideell planløsning - Pipeløp - Idyllisk felles bakgård!",Notar,1,0,0,0,0,0,0,0,61,10.0,0,1,0
"Olaf Bulls vei 80, 0765 Oslo",6490000.0,58040.0,175896.0,6723936.0,6723936.0,Leilighet,Selveier,2,100.0,102,-4,1982,E - rød,"Meget pen, familievennlig 3-roms med solrik terrasse og garasjeplass. Vestvendt med praktutsikt.",PrivatMegleren,0,1,1,0,0,0,0,0,39,10.0,0,0,1
"Otto Sogns vei 15, 0681 Oslo",4200000.0,234000.0,15504.0,4449504.0,4449504.0,Leilighet,Andel,2,70.0,77,1,1962,F - rød,MANGLERUD: Stor og lys 3- roms i høy 1.etasje med solrik balkong - Nytt bad - Populært område - Mulighet for parkering.,EIE eiendomsmegling,1,0,0,0,1,0,0,0,59,6.0,0,1,0
"Kaptein Oppegaards vei 24b, 1163 Oslo",13300000.0,0.0,333772.0,13633772.0,0.0,Tomannsbolig,Selveier,3,213.0,256,3,1925,D - mørkegrønn,"Omfattende renovert, herskapelig halvpart av tomannsbolig med integrert garasje, fine uteplasser og svømmebasseng.",Ukjent,0,0,1,0,0,0,0,0,96,17.0,0,0,1
"Hølandsgata 1A, 0655 Oslo",5390000.0,158000.0,19520.0,5567520.0,5567520.0,Leilighet,Aksje,2,56.0,56,9,1961,F - mørkegrønn,"Lekker og nyoppusset 3-roms med vestvendt balkong på ca. 6,3 kvm - Panoramautsikt - Heis - Bad og kjøkken fra 2021",Nordvik,1,1,0,1,0,0,0,0,60,8.0,1,0,0
"Stallerudveien 95, 0693 Oslo",2800000.0,393000.0,15554.0,3208554.0,3208554.0,Leilighet,Andel,1,56.0,56,5,1963,E - lysegrønn,Gjennomgående lys leilighet i 5.etg. Heis. Nyere og usjenert balkong m/ utsikt og gode solforhold! Vvann og fyr inkl,PrivatMegleren,1,1,0,1,0,0,0,0,58,13.0,0,1,0
"Eckersbergs gate 2, 0266 Oslo",10800000.0,0.0,281542.0,11081542.0,2746.0,Leilighet,Selveier,2,82.0,82,5,1897,G - oransje,"Rålekker loftsleilighet innredet i 2019/2020. Eksklusivt materialvalg, usjenert takterrasse. Gulvareal ca. 110 m².",PrivatMegleren,0,0,0,0,0,0,0,0,124,2.0,0,0,1
"Trondheimsveien 81, 0565 Oslo",3850000.0,155000.0,8626.0,4013626.0,4013626.0,Leilighet,Andel,1,50.0,50,4,1940,F - rød,Meget lekker 2-roms | Kan bli 3-roms | Balkong | V.vann og fyring inkl. | Lave felleskost. | Idyllisk bakgård| Sentralt,Ukjent,1,0,0,0,0,0,1,0,81,6.0,0,1,0
"Grenseveien 51, 0575 Oslo",6150000.0,0.0,8032.0,6158032.0,4482.0,Leilighet,Andel,2,80.0,80,5,2017,C - mørkegrønn,Innbydende 3-roms fra 2017 m/ 2 luftebalkonger. Heis. Mulighet for hybel* Garasjeplass. Vv. og fyring inkl.,Aktiv,1,0,1,1,0,0,0,0,4,22.0,0,1,0
"Frøyas gate 1, 0273 Oslo",11000000.0,0.0,276342.0,11276342.0,4544.0,Leilighet,Selveier,3,125.0,125,3,1976,F - oransje,Unik 4-roms selveier med attraktiv beliggenhet - To balkonger og terrasse - Garasje - Heis - Peis - Oppussingsbehov,Ukjent,1,0,1,1,0,0,0,0,45,7.0,0,0,1
"Industrigata 61, 0357 Oslo",5950000.0,0.0,160292.0,6110292.0,1993.0,Leilighet,Selveier,1,57.0,57,5,1899,G - oransje,Lekker 2-roms toppleilighet - Solrik privat takterrasse med 360 graders utsikt - Peis - Attraktiv beliggenhet - Lave fk,Aktiv,0,1,0,0,0,0,0,1,122,2.0,0,0,1
"Gabels gate 25A, 0272 Oslo",10490000.0,245007.0,277390.0,11012397.0,11012397.0,Leilighet,Selveier,3,106.0,106,2,1931,G - rød,"Frogner | Unik 4-roms selveierleilighet med svært attraktiv beliggenhet, 2 bad, peisestue og original detaljer!",EIE eiendomsmegling,0,0,0,0,0,0,0,0,90,1.0,0,0,1
"Fredensborgveien 24D, 0177 Oslo",5850000.0,390000.0,1164.0,6241164.0,6241164.0,Leilighet,Andel,1,53.0,54,2,2021,C - mørkegrønn,Ny og stilren endeleilighet med høy standard | Solrik balkong på 8 m² vendt mot parkmessig bakhage |Heis |Garasjeplass!,Eiendomsmegler 1,1,0,1,1,0,1,0,0,0,22.0,0,1,0
"Nordstrand terrasse 27, 1170 Oslo",8200000.0,0.0,216570.0,8416570.0,2000.0,Leilighet,Selveier,3,108.0,108,1,1885,G - oransje,Pen 5 - roms selveierleilighet med terrasse og frodig hage i Villa Sommerfryd. Tre parkeringsplasser.,PrivatMegleren,0,0,0,0,1,1,0,0,136,2.0,0,0,1
"Nils Bays vei 35, 0876 Oslo",21500000.0,0.0,552842.0,22052842.0,1242.42,Enebolig,Selveier,4,198.0,212,1,1961,G - rød,"Unik eiendom - Arkitekttegnet enebolig o/3 plan med utleiedel & tomt på hele 2,6 mål - 5 garasjeplasser - Oppussing",Nordvik,0,0,1,0,0,0,0,0,60,1.0,0,0,1
"Grønnegata 16, 0350 Oslo",9490000.0,0.0,238592.0,9728592.0,4596.0,Leilighet,Selveier,5,110.0,110,1,1892,G - rød,"Strøken 5(6)-roms utleieobjekt renovert i 2017 - løpende leiekontrakter til 2022 - leieinntekter på kr 348 000,- pr år.",Nordvik,0,0,0,0,0,0,0,0,129,1.0,0,0,1
"Grefsentunet 4, 0488 Oslo",5800000.0,163108.0,1132.0,5964240.0,5964240.0,Leilighet,Andel,2,70.0,73,2,1987,E - oransje,"Lys, gjennomgående senior (55+) endeleilighet med vestvendt uteplass - Sentral beliggenhet - Mulighet for garasje!",Krogsveen,0,0,1,0,0,0,0,0,34,11.0,0,1,0
"Nordraaks gate 5, 0266 Oslo",23900000.0,0.0,609070.0,24509070.0,5463.0,Leilighet,Selveier,3,150.0,150,2,1974,F - mørkegrønn,"Eksklusiv, nyoppusset selveier med garasjeplass, heis, peis og stor balkong. Høy standard og snekkerbygde innredninger.",PrivatMegleren,1,0,1,1,0,0,0,0,47,8.0,0,0,1
"Åslandveien 39, 1274 Oslo",6700000.0,0.0,183170.0,6883170.0,1568.75,Enebolig,Selveier,4,161.0,175,1,1987,F - mørkegrønn,Innholdsrik og velholdt familiebolig i attraktivt område I God takhøyde I 4 soverom I dobbelgarasje I God beliggenhet,PrivatMegleren,0,0,1,0,0,0,0,0,34,8.0,0,0,1
"Welhavens gate 21 A, 0350 Oslo",4950000.0,12561.0,133069.0,5095630.0,5095630.0,Leilighet,Selveier,2,50.0,50,2,1875,G - rød,Lys og pen 3-R selveier i klassisk bygård I Kjøkken og bad 2013 I Vinduer 2016 I Utleie tillatt I Svært lave felleskost.,Schala & Partners,0,0,0,0,0,0,0,0,146,1.0,0,0,1
"Steinspranget 68, 1157 Oslo",4150000.0,223219.0,17253.0,4390472.0,4390472.0,Leilighet,Andel,2,63.0,63,2,1956,F - rød,"Moderne, gjennomgående og nyoppusset 3-roms | Vestvendt balkong | Bad 2013 (overfl. 2021) | Kjk 2021",Schala & Partners,1,0,0,0,0,0,0,0,65,6.0,0,1,0
"St. Edmunds vei 35, 0280 Oslo",7990000.0,0.0,8032.0,7998032.0,5034.0,Leilighet,Andel,2,78.0,78,3,2008,C - mørkegrønn,"Strøken, moderne og gjennomgående 3-roms med heis, peis og parkering - Vestvendt balkong på 13 m² - Innerst i blindvei",Nordvik,1,0,0,1,1,0,0,0,13,22.0,0,1,0
"Brinken 16D, 0654 Oslo",3890000.0,102000.0,19470.0,4011470.0,4011470.0,Leilighet,Aksje,1,42.0,43,2,1938,F - rød,"Kampen | Flott 2-roms leilighet med attraktiv beliggenhet, balkong og nyere kjøkken!",EIE eiendomsmegling,1,0,0,0,0,0,0,0,83,6.0,1,0,0
"Vækerøveien 193 A, 0751 Oslo",4500000.0,0.0,121520.0,4621520.0,1818.0,Leilighet,Selveier,1,45.0,45,2,2007,D - rød,Moderne 2-roms sentralt på Røa |Vestvendt balkong| Garasjeplass m. lader| Heis| Lave felleskostn. m. TV/Internett inkl.,EIE eiendomsmegling,1,0,1,1,0,0,1,0,14,15.0,0,0,1
"Gamle Enebakkvei 55, 1188 Oslo",5600000.0,105000.0,151690.0,5856690.0,5856690.0,Leilighet,Selveier,3,94.0,97,3,1989,F - rød,Meget innbydende 4-roms selveier | Kvik-kjøkken fra 2018 | Garasjeplass | Vestvendt terrasse og østvendt balkong,PrivatMegleren,1,0,1,0,0,0,0,0,32,6.0,0,0,1
"Tostrups gate 22B, 0264 Oslo",2700000.0,0.0,79070.0,2779070.0,620.0,Leilighet,Selveier,1,23.0,23,2,1901,G - rød,Effektiv og rimelig 2-roms selveier med flott beliggenhet. Lave felleskostnader og perfekt utleieobjekt.,PrivatMegleren,0,0,0,0,0,0,0,0,120,1.0,0,0,1
"Huitfeldts gate 15, 0253 Oslo",7990000.0,6267.0,209542.0,8205809.0,8205809.0,Leilighet,Selveier,2,74.0,74,2,2017,C - mørkegrønn,Påkostet 3-roms med særpreget stil. Uteplass på 18 kvm Tegnet av Jensen & Skodvin Ark. - Heis - Felles takterrasse!,Nordvik,0,0,0,1,0,0,0,0,4,22.0,0,0,1
"Ravnkroken 13F, 1254 Oslo",4440000.0,0.0,555144.0,4995144.0,7025.0,Leilighet,Andel,3,103.0,103,6,1982,G - lysegrønn,Romslig 4-roms i et meget populært brl. - flott fjordutsikt - sydvestvendt terrasse på 40 kvm - fyring/vv ink - garasje,Krogsveen,0,1,1,0,0,0,0,0,39,4.0,0,1,0
"Sarpsborggata 7, 0468 Oslo",5400000.0,85019.0,148690.0,5633709.0,5633709.0,Leilighet,Selveier,2,60.0,60,4,1890,G - oransje,"Luftig 3-roms leilighet midt mellom Bjølsenparken og Akerselva. Balkong med sol og utsikt. Koselig, felles bakgård",PrivatMegleren,1,1,0,0,0,0,0,0,131,2.0,0,0,1
"Martin Linges vei 15, 0692 Oslo",3200000.0,245000.0,15554.0,3460554.0,3460554.0,Leilighet,Andel,3,72.0,72,3,1966,C - lysegrønn,Romslig og velholdt 4-roms med balkong - Egen garasje - Sentralfyring og varmtvann i husleien - Nytt bad og vinduer,Ukjent,1,0,1,0,0,0,0,0,55,23.0,0,1,0
"Schultz' gate 31, 0365 Oslo",7100000.0,83628.0,14260.0,7197888.0,7197888.0,Leilighet,Aksje,2,88.0,88,1,1925,G - rød,"Klassisk, lys og gjennomgående 3-roms med få trappetrinn til hyggelig uteplass - 2 soverom - 1,5 bad - Ingen dok.avg!",Nordvik,0,0,0,0,0,0,0,0,96,1.0,1,0,0
"Minister Ditleffs vei 3A, 0862 Oslo",3650000.0,67000.0,14121.0,3731121.0,3731121.0,Leilighet,Andel,1,37.0,37,4,1962,G - mørkegrønn,"Pen, lys & arealeffektiv 2R toppetasjes leil.|Vvann & fyring ink|Innebygget terrasse|P-leie*|Påkostet baderom|MÅ SEES!",Nordvik,0,0,0,0,0,0,0,0,59,3.0,0,1,0
"Rubina Ranas gate 5, 0190 Oslo",3300000.0,604141.0,8060.0,3912201.0,3912201.0,Leilighet,Andel,1,41.0,41,5,2006,E - gul,Meget pen og moderne 2-roms fra 2006 med sørvestvendt og solrik balkong. Heis. Svært attraktiv og sentral beliggenhet!,PrivatMegleren,1,0,0,1,0,0,0,0,15,14.0,0,1,0
"Libakkfaret 8A, 1184 Oslo",3950000.0,243000.0,122357.0,4315357.0,4315357.0,Leilighet,Selveier,2,66.0,66,3,1954,D - rød,"Innbydende og pen 3 roms eierseksjon i 3 etasje med romslig, solrik balkong - Nyere kjøkken fra 2017",Aktiv,1,0,0,0,0,0,0,0,67,15.0,0,0,1
"Sinsenveien 5A, 0572 Oslo",4600000.0,759490.0,8032.0,5367522.0,5367522.0,Leilighet,Andel,2,60.0,60,1,2005,D - rød,Flott 2-roms med 1-roms utleiedel. Skattefri utleieinntekt. Balkong & felles takterrasse. Rett ved off. transport!,Nordvik,1,0,0,0,0,0,0,0,16,15.0,0,1,0
"Colletts Gate 80, 0460 Oslo",4190000.0,131000.0,14013.0,4335013.0,4335013.0,Leilighet,Aksje,1,46.0,46,2,1936,G - mørkegrønn,"Lekker, gjennomgående 2-roms med sydvendt balkong - Oppusset i 2020 - TV/Internett, VV og fyring inkl.",EIE eiendomsmegling,1,0,0,0,0,0,0,0,85,3.0,1,0,0
"Konows gate 69, 0196 Oslo",3990000.0,0.0,7900.0,3997900.0,3089.0,Leilighet,Aksje,2,61.0,61,2,1935,G - rød,Lys og solrik hjørneleilighet o/2 plan med stor terrasse og 2 innganger - Utsikt - Felles hage/uteplass- Ingen dokavgift,Nordvik,0,1,0,0,0,1,0,0,86,1.0,1,0,0
"Etterstadsletta 76, 0659 Oslo",4100000.0,35298.0,114940.0,4250238.0,4250238.0,Leilighet,Selveier,1,55.0,55,2,1984,D - rød,"Lys, pen og velholdt 2-roms eierleilighet. Bra intern beliggenhet, attraktivt område, stor terrasse og gode solforhold.",PrivatMegleren,0,0,0,0,0,0,0,0,37,15.0,0,0,1
"Kjølberggata 25, 0653 Oslo",3150000.0,0.0,8009.0,3158009.0,2730.0,Leilighet,Andel,1,26.0,26,3,1890,F - oransje,Arealeffektiv og sjarmerende 2-roms | Klassiske detaljer | Høyt & fritt i 3. etasje | Peis | Attraktiv beliggenhet,Schala & Partners,0,0,0,0,0,0,0,0,131,7.0,0,1,0
